seq_index,start_position,end_position
453,47,54
453,80,87
453,95,106
1934,47,54
1934,80,87
1934,95,106
1200,47,54
1200,80,87
1200,95,106
1882,47,54
1882,80,87
1882,95,106
195,47,54
195,80,87
195,95,106
3549,27,34
3549,60,67
3549,75,86
86,47,54
86,80,87
86,95,106
543,47,54
543,80,87
543,95,106
1776,47,54
1776,80,87
1776,95,106
782,47,54
782,80,87
782,95,106
519,26,33
519,59,66
519,74,85
1709,25,32
1709,58,65
1709,73,84
488,47,54
488,80,87
488,95,106
1935,26,33
1935,59,66
1935,74,85
1708,47,54
1708,80,87
1708,95,106
1777,27,34
1777,60,67
1777,75,86
