seq_index,start_position,end_position
1027,47,54
1027,58,65
1027,88,95
211,47,54
211,58,65
211,88,95
3573,47,54
3573,58,65
3573,88,95
974,47,54
974,58,65
974,88,95
910,47,54
910,58,65
910,88,95
556,25,32
556,36,43
556,66,73
972,47,54
972,58,65
972,88,95
1861,47,54
1861,58,65
1861,88,95
1002,47,54
1002,58,65
1002,88,95
261,47,54
261,58,65
261,88,95
1010,47,54
1010,58,65
1010,88,95
583,47,54
583,58,65
583,88,95
183,47,54
183,58,65
183,88,95
555,47,54
555,58,65
555,88,95
295,47,54
295,58,65
295,88,95
43,26,33
43,37,44
43,67,74
2103,47,54
2103,58,65
2103,88,95
3044,47,54
3044,58,65
3044,88,95
682,47,54
682,58,65
682,88,95
896,47,54
896,58,65
896,88,95
560,47,54
560,58,65
560,88,95
