seq_index,start_position,end_position
718,25,32
718,91,102
718,102,109
830,24,31
830,90,101
830,101,108
262,25,32
262,91,102
262,102,109
117,25,32
117,91,102
117,102,109
161,25,32
161,91,102
161,102,109
476,25,32
476,91,102
476,102,109
911,24,31
911,90,101
911,101,108
1393,25,32
1393,91,102
1393,102,109
21,25,32
21,91,102
21,102,109
518,24,31
518,90,101
518,101,108
769,25,32
769,91,102
769,102,109
16,24,31
16,90,101
16,101,108
334,25,32
334,91,102
334,102,109
1241,25,32
1241,91,102
1241,102,109
87,24,31
87,90,101
87,101,108
1781,24,31
1781,90,101
1781,101,108
386,24,31
386,90,101
386,101,108
177,24,31
177,90,101
177,101,108
784,25,32
784,91,102
784,102,109
359,24,31
359,90,101
359,101,108
31,24,31
31,90,101
31,101,108
812,25,32
812,91,102
812,102,109
3130,4,11
3130,70,81
3130,81,88
73,24,31
73,90,101
73,101,108
1199,24,31
1199,90,101
1199,101,108
