seq_index,start_position,end_position
3569,30,37
3569,61,72
3569,94,105
3569,31,38
3569,62,73
3569,95,106
3569,32,39
3569,63,74
3569,96,107
303,31,38
303,62,73
303,95,106
303,32,39
303,63,74
303,96,107
1934,31,38
1934,62,73
1934,95,106
50,31,38
50,62,73
50,95,106
50,32,39
50,63,74
50,96,107
1864,31,38
1864,62,73
1864,95,106
178,31,38
178,62,73
178,95,106
1144,31,38
1144,62,73
1144,95,106
607,31,38
607,62,73
607,95,106
86,30,37
86,61,72
86,94,105
1838,30,37
1838,61,72
1838,94,105
1838,31,38
1838,62,73
1838,95,106
3187,32,39
3187,63,74
3187,96,107
237,31,38
237,62,73
237,95,106
26,31,38
26,62,73
26,95,106
1109,31,38
1109,62,73
1109,95,106
633,30,37
633,61,72
633,94,105
633,31,38
633,62,73
633,95,106
599,31,38
599,62,73
599,95,106
1685,31,38
1685,62,73
1685,95,106
3588,11,18
3588,42,53
3588,75,86
22,31,38
22,62,73
22,95,106
658,31,38
658,62,73
658,95,106
183,31,38
183,62,73
183,95,106
253,31,38
253,62,73
253,95,106
844,32,39
844,63,74
844,96,107
844,33,40
844,64,75
844,97,108
766,31,38
766,62,73
766,95,106
621,31,38
621,62,73
621,95,106
227,30,37
227,61,72
227,94,105
2374,31,38
2374,62,73
2374,95,106
3265,31,38
3265,62,73
3265,95,106
694,31,38
694,62,73
694,95,106
