seq_index,start_position,end_position
718,25,32
718,89,100
718,102,109
262,25,32
262,89,100
262,102,109
659,24,31
659,88,99
659,101,108
117,25,32
117,89,100
117,102,109
476,25,32
476,89,100
476,102,109
1393,25,32
1393,89,100
1393,102,109
21,25,32
21,89,100
21,102,109
769,25,32
769,89,100
769,102,109
334,25,32
334,89,100
334,102,109
1241,25,32
1241,89,100
1241,102,109
87,24,31
87,88,99
87,101,108
784,25,32
784,89,100
784,102,109
359,24,31
359,88,99
359,101,108
812,25,32
812,89,100
812,102,109
1199,24,31
1199,88,99
1199,101,108
