seq_index,start_position,end_position
1027,30,37
1027,58,65
1806,3,10
1806,31,38
3175,29,36
3175,57,64
1496,70,77
1496,98,105
1496,75,82
1496,103,110
969,30,37
969,58,65
1669,32,39
1669,60,67
1611,32,39
1611,60,67
216,30,37
216,58,65
3573,30,37
3573,58,65
649,30,37
649,58,65
1581,37,44
1581,65,72
1537,1,8
1537,29,36
1182,30,37
1182,58,65
1006,30,37
1006,58,65
316,30,37
316,58,65
1383,30,37
1383,58,65
2775,9,16
2775,37,44
918,30,37
918,58,65
2012,30,37
2012,58,65
608,30,37
608,58,65
3578,9,16
3578,37,44
1911,30,37
1911,58,65
1293,15,22
1293,43,50
217,8,15
217,36,43
2513,75,82
2513,103,110
2738,44,51
2738,72,79
1320,30,37
1320,58,65
1504,55,62
1504,83,90
972,30,37
972,58,65
1861,30,37
1861,58,65
1034,30,37
1034,58,65
1183,9,16
1183,37,44
3620,30,37
3620,58,65
3488,55,62
3488,83,90
3488,63,70
3488,91,98
3294,57,64
3294,85,92
720,30,37
720,58,65
2288,10,17
2288,38,45
2286,31,38
2286,59,66
280,73,80
280,101,108
1385,58,65
1385,86,93
1327,75,82
1327,103,110
406,58,65
406,86,93
1010,30,37
1010,58,65
1092,41,48
1092,69,76
3423,74,81
3423,102,109
583,30,37
583,58,65
668,58,65
668,86,93
22,30,37
22,58,65
805,30,37
805,58,65
183,30,37
183,58,65
1890,31,38
1890,59,66
3024,57,64
3024,85,92
3128,37,44
3128,65,72
147,30,37
147,58,65
295,30,37
295,58,65
3552,58,65
3552,86,93
780,30,37
780,58,65
780,60,67
780,88,95
500,76,83
500,104,111
3044,30,37
3044,58,65
3243,66,73
3243,94,101
3245,30,37
3245,58,65
3071,54,61
3071,82,89
2184,73,80
2184,101,108
2367,1,8
2367,29,36
624,30,37
624,58,65
337,30,37
337,58,65
1953,31,38
1953,59,66
312,30,37
312,58,65
175,1,8
175,29,36
621,30,37
621,58,65
2374,30,37
2374,58,65
2448,2,9
2448,30,37
1082,10,17
1082,38,45
3585,74,81
3585,102,109
945,58,65
945,86,93
1148,75,82
1148,103,110
978,30,37
978,58,65
