seq_index,start_position,end_position
1027,29,36
1027,58,65
3231,30,37
3231,59,66
1806,2,9
1806,31,38
1496,69,76
1496,98,105
1496,74,81
1496,103,110
969,29,36
969,58,65
1669,31,38
1669,60,67
1611,31,38
1611,60,67
2755,44,51
2755,73,80
2540,6,13
2540,35,42
3180,36,43
3180,65,72
2218,64,71
2218,93,100
1182,29,36
1182,58,65
1006,29,36
1006,58,65
316,29,36
316,58,65
1383,29,36
1383,58,65
630,29,36
630,58,65
918,29,36
918,58,65
2311,75,82
2311,104,111
2012,29,36
2012,58,65
1392,29,36
1392,58,65
811,68,75
811,97,104
608,29,36
608,58,65
3578,8,15
3578,37,44
1911,29,36
1911,58,65
1293,14,21
1293,43,50
1293,68,75
1293,97,104
3021,37,44
3021,66,73
2513,74,81
2513,103,110
972,29,36
972,58,65
1861,29,36
1861,58,65
1183,8,15
1183,37,44
3620,29,36
3620,58,65
3488,62,69
3488,91,98
3300,41,48
3300,70,77
720,29,36
720,58,65
2288,9,16
2288,38,45
2288,37,44
2288,66,73
280,72,79
280,101,108
2196,60,67
2196,89,96
1385,57,64
1385,86,93
406,57,64
406,86,93
1010,29,36
1010,58,65
583,29,36
583,58,65
668,57,64
668,86,93
1162,36,43
1162,65,72
805,29,36
805,58,65
1890,30,37
1890,59,66
3024,56,63
3024,85,92
3128,36,43
3128,65,72
3128,58,65
3128,87,94
295,29,36
295,58,65
780,59,66
780,88,95
1530,68,75
1530,97,104
3044,29,36
3044,58,65
3243,65,72
3243,94,101
1164,74,81
1164,103,110
2184,72,79
2184,101,108
2171,15,22
2171,44,51
624,29,36
624,58,65
1953,30,37
1953,59,66
763,29,36
763,58,65
175,0,7
175,29,36
2343,60,67
2343,89,96
2374,29,36
2374,58,65
2448,29,36
2448,58,65
1082,9,16
1082,38,45
345,55,62
345,84,91
293,30,37
293,59,66
3585,73,80
3585,102,109
1148,74,81
1148,103,110
3383,29,36
3383,58,65
978,29,36
978,58,65
