seq_index,start_position,end_position
718,7,14
718,91,102
830,6,13
830,90,101
830,7,14
830,91,102
524,5,12
524,89,100
524,8,15
524,92,103
262,4,11
262,88,99
262,7,14
262,91,102
1822,4,11
1822,88,99
1822,7,14
1822,91,102
39,7,14
39,91,102
594,7,14
594,91,102
659,4,11
659,88,99
117,5,12
117,89,100
161,7,14
161,91,102
493,5,12
493,89,100
473,5,12
473,89,100
473,6,13
473,90,101
473,9,16
473,93,104
1018,7,14
1018,91,102
329,7,14
329,91,102
368,6,13
368,90,101
2387,7,14
2387,91,102
532,4,11
532,88,99
483,4,11
483,88,99
483,7,14
483,91,102
304,4,11
304,88,99
596,7,14
596,91,102
57,7,14
57,91,102
159,7,14
159,91,102
590,7,14
590,91,102
692,7,14
692,91,102
424,7,14
424,91,102
66,7,14
66,91,102
476,4,11
476,88,99
911,7,14
911,91,102
1393,7,14
1393,91,102
21,5,12
21,89,100
21,8,15
21,92,103
135,9,16
135,93,104
769,6,13
769,90,101
146,5,12
146,89,100
1886,7,14
1886,91,102
225,4,11
225,88,99
225,7,14
225,91,102
487,4,11
487,88,99
334,7,14
334,91,102
1133,7,14
1133,91,102
2067,7,14
2067,91,102
408,7,14
408,91,102
248,4,11
248,88,99
248,7,14
248,91,102
394,7,14
394,91,102
1241,4,11
1241,88,99
1241,7,14
1241,91,102
87,4,11
87,88,99
87,5,12
87,89,100
1347,4,11
1347,88,99
36,7,14
36,91,102
321,7,14
321,91,102
173,6,13
173,90,101
1859,1,8
1859,85,96
1859,11,18
1859,95,106
1859,12,19
1859,96,107
1859,14,21
1859,98,109
549,7,14
549,91,102
979,7,14
979,91,102
1781,7,14
1781,91,102
1949,7,14
1949,91,102
930,4,11
930,88,99
930,7,14
930,91,102
72,4,11
72,88,99
72,7,14
72,91,102
114,4,11
114,88,99
114,7,14
114,91,102
335,4,11
335,88,99
194,7,14
194,91,102
2559,8,15
2559,92,103
164,7,14
164,91,102
746,6,13
746,90,101
784,7,14
784,91,102
96,7,14
96,91,102
10,7,14
10,91,102
68,7,14
68,91,102
306,4,11
306,88,99
760,7,14
760,91,102
791,7,14
791,91,102
309,4,11
309,88,99
179,7,14
179,91,102
841,4,11
841,88,99
841,7,14
841,91,102
869,7,14
869,91,102
70,7,14
70,91,102
207,7,14
207,91,102
510,7,14
510,91,102
251,7,14
251,91,102
623,6,13
623,90,101
750,7,14
750,91,102
750,8,15
750,92,103
778,7,14
778,91,102
667,7,14
667,91,102
442,7,14
442,91,102
1772,14,21
1772,98,109
382,4,11
382,88,99
82,7,14
82,91,102
553,7,14
553,91,102
2958,7,14
2958,91,102
422,7,14
422,91,102
1199,4,11
1199,88,99
148,7,14
148,91,102
64,7,14
64,91,102
