seq_index,start_position,end_position
484,23,30
484,34,41
484,55,62
659,23,30
659,34,41
659,55,62
161,23,30
161,34,41
161,55,62
232,24,31
232,35,42
232,56,63
616,23,30
616,34,41
616,55,62
476,23,30
476,34,41
476,55,62
707,23,30
707,34,41
707,55,62
472,23,30
472,34,41
472,55,62
870,23,30
870,34,41
870,55,62
1241,23,30
1241,34,41
1241,55,62
87,23,30
87,34,41
87,55,62
1028,24,31
1028,35,42
1028,56,63
265,23,30
265,34,41
265,55,62
1774,36,43
1774,47,54
1774,68,75
10,23,30
10,34,41
10,55,62
296,23,30
296,34,41
296,55,62
566,23,30
566,34,41
566,55,62
620,23,30
620,34,41
620,55,62
869,23,30
869,34,41
869,55,62
113,23,30
113,34,41
113,55,62
623,23,30
623,34,41
623,55,62
