seq_index,start_position,end_position
1661,34,41
1661,72,81
1661,94,105
58,34,41
58,72,81
58,94,105
365,34,41
365,72,81
365,94,105
365,35,42
365,73,82
365,95,106
151,35,42
151,73,82
151,95,106
249,34,41
249,72,81
249,94,105
249,35,42
249,73,82
249,95,106
453,34,41
453,72,81
453,94,105
2855,13,20
2855,51,60
2855,73,84
17,34,41
17,72,81
17,94,105
211,35,42
211,73,82
211,95,106
1200,34,41
1200,72,81
1200,94,105
178,35,42
178,73,82
178,95,106
2298,35,42
2298,73,82
2298,95,106
195,33,40
195,71,80
195,93,104
407,34,41
407,72,81
407,94,105
407,35,42
407,73,82
407,95,106
320,34,41
320,72,81
320,94,105
320,35,42
320,73,82
320,95,106
1006,34,41
1006,72,81
1006,94,105
316,35,42
316,73,82
316,95,106
55,13,20
55,51,60
55,73,84
219,34,41
219,72,81
219,94,105
65,34,41
65,72,81
65,94,105
237,35,42
237,73,82
237,95,106
1874,34,41
1874,72,81
1874,94,105
1874,35,42
1874,73,82
1874,95,106
972,35,42
972,73,82
972,95,106
145,35,42
145,73,82
145,95,106
423,34,41
423,72,81
423,94,105
423,35,42
423,73,82
423,95,106
1950,35,42
1950,73,82
1950,95,106
3294,38,45
3294,76,85
3294,98,109
3623,31,38
3623,69,78
3623,91,102
1132,34,41
1132,72,81
1132,94,105
1132,35,42
1132,73,82
1132,95,106
33,34,41
33,72,81
33,94,105
258,34,41
258,72,81
258,94,105
258,35,42
258,73,82
258,95,106
24,34,41
24,72,81
24,94,105
158,35,42
158,73,82
158,95,106
2011,34,41
2011,72,81
2011,94,105
1828,34,41
1828,72,81
1828,94,105
1828,35,42
1828,73,82
1828,95,106
519,13,20
519,51,60
519,73,84
233,35,42
233,73,82
233,95,106
163,34,41
163,72,81
163,94,105
163,35,42
163,73,82
163,95,106
2433,14,21
2433,52,61
2433,74,85
143,35,42
143,73,82
143,95,106
190,35,42
190,73,82
190,95,106
149,34,41
149,72,81
149,94,105
149,35,42
149,73,82
149,95,106
2,34,41
2,72,81
2,94,105
56,34,41
56,72,81
56,94,105
312,34,41
312,72,81
312,94,105
431,34,41
431,72,81
431,94,105
362,35,42
362,73,82
362,95,106
227,34,41
227,72,81
227,94,105
227,35,42
227,73,82
227,95,106
440,34,41
440,72,81
440,94,105
440,35,42
440,73,82
440,95,106
322,34,41
322,72,81
322,94,105
322,35,42
322,73,82
322,95,106
98,34,41
98,72,81
98,94,105
98,35,42
98,73,82
98,95,106
209,35,42
209,73,82
209,95,106
139,34,41
139,72,81
139,94,105
139,35,42
139,73,82
139,95,106
69,34,41
69,72,81
69,94,105
349,35,42
349,73,82
349,95,106
