seq_index,start_position,end_position
637,35,42
637,51,60
637,80,87
1200,35,42
1200,51,60
1200,80,87
1882,35,42
1882,51,60
1882,80,87
86,35,42
86,51,60
86,80,87
1776,35,42
1776,51,60
1776,80,87
1348,35,42
1348,51,60
1348,80,87
782,35,42
782,51,60
782,80,87
1709,13,20
1709,29,38
1709,58,65
2195,35,42
2195,51,60
2195,80,87
2,35,42
2,51,60
2,80,87
1814,35,42
1814,51,60
1814,80,87
15,35,42
15,51,60
15,80,87
2174,35,42
2174,51,60
2174,80,87
488,35,42
488,51,60
488,80,87
579,35,42
579,51,60
579,80,87
1708,35,42
1708,51,60
1708,80,87
1777,15,22
1777,31,40
1777,60,67
