seq_index,start_position,end_position
2349,8,15
2349,51,60
2349,69,80
524,30,37
524,73,82
524,91,102
534,29,36
534,72,81
534,90,101
573,30,37
573,73,82
573,91,102
57,30,37
57,73,82
57,91,102
159,30,37
159,73,82
159,91,102
590,30,37
590,73,82
590,91,102
911,30,37
911,73,82
911,91,102
1886,29,36
1886,72,81
1886,90,101
1886,30,37
1886,73,82
1886,91,102
472,30,37
472,73,82
472,91,102
394,30,37
394,73,82
394,91,102
321,30,37
321,73,82
321,91,102
173,29,36
173,72,81
173,90,101
549,30,37
549,73,82
549,91,102
1781,30,37
1781,73,82
1781,91,102
1949,30,37
1949,73,82
1949,91,102
2131,35,42
2131,78,87
2131,96,107
10,30,37
10,73,82
10,91,102
760,30,37
760,73,82
760,91,102
1646,8,15
1646,51,60
1646,69,80
869,30,37
869,73,82
869,91,102
207,30,37
207,73,82
207,91,102
1307,19,26
1307,62,71
1307,80,91
2958,30,37
2958,73,82
2958,91,102
