seq_index,start_position,end_position
329,61,68
329,73,82
329,102,109
880,61,68
880,73,82
880,102,109
159,61,68
159,73,82
159,102,109
288,61,68
288,73,82
288,102,109
543,39,46
543,51,60
543,80,87
135,61,68
135,73,82
135,102,109
769,61,68
769,73,82
769,102,109
225,61,68
225,73,82
225,102,109
16,60,67
16,72,81
16,101,108
472,61,68
472,73,82
472,102,109
870,61,68
870,73,82
870,102,109
170,61,68
170,73,82
170,102,109
46,61,68
46,73,82
46,102,109
784,61,68
784,73,82
784,102,109
10,61,68
10,73,82
10,102,109
212,61,68
212,73,82
212,102,109
561,61,68
561,73,82
561,102,109
760,61,68
760,73,82
760,102,109
31,60,67
31,72,81
31,101,108
841,61,68
841,73,82
841,102,109
826,61,68
826,73,82
826,102,109
584,61,68
584,73,82
584,102,109
2958,61,68
2958,73,82
2958,102,109
1627,39,46
1627,51,60
1627,80,87
