seq_index,start_position,end_position
151,54,61
151,73,82
151,95,106
249,54,61
249,73,82
249,95,106
178,54,61
178,73,82
178,95,106
2298,54,61
2298,73,82
2298,95,106
407,54,61
407,73,82
407,95,106
316,54,61
316,73,82
316,95,106
237,54,61
237,73,82
237,95,106
972,54,61
972,73,82
972,95,106
145,54,61
145,73,82
145,95,106
423,54,61
423,73,82
423,95,106
261,54,61
261,73,82
261,95,106
1132,54,61
1132,73,82
1132,95,106
258,54,61
258,73,82
258,95,106
253,54,61
253,73,82
253,95,106
143,54,61
143,73,82
143,95,106
149,54,61
149,73,82
149,95,106
312,54,61
312,73,82
312,95,106
431,54,61
431,73,82
431,95,106
227,54,61
227,73,82
227,95,106
440,54,61
440,73,82
440,95,106
3265,54,61
3265,73,82
3265,95,106
209,54,61
209,73,82
209,95,106
