seq_index,start_position,end_position
365,34,41
365,73,82
365,95,106
151,34,41
151,73,82
151,95,106
249,34,41
249,73,82
249,95,106
2855,12,19
2855,51,60
2855,73,84
216,34,41
216,73,82
216,95,106
1636,12,19
1636,51,60
1636,73,84
2298,34,41
2298,73,82
2298,95,106
195,33,40
195,72,81
195,94,105
407,34,41
407,73,82
407,95,106
320,34,41
320,73,82
320,95,106
316,34,41
316,73,82
316,95,106
1838,32,39
1838,71,80
1838,93,104
55,12,19
55,51,60
55,73,84
219,33,40
219,72,81
219,94,105
1874,34,41
1874,73,82
1874,95,106
217,12,19
217,51,60
217,73,84
1289,12,19
1289,51,60
1289,73,84
423,34,41
423,73,82
423,95,106
1950,34,41
1950,73,82
1950,95,106
1132,34,41
1132,73,82
1132,95,106
258,34,41
258,73,82
258,95,106
158,34,41
158,73,82
158,95,106
1828,34,41
1828,73,82
1828,95,106
163,34,41
163,73,82
163,95,106
2433,13,20
2433,52,61
2433,74,85
149,34,41
149,73,82
149,95,106
56,33,40
56,72,81
56,94,105
312,34,41
312,73,82
312,95,106
431,34,41
431,73,82
431,95,106
227,34,41
227,73,82
227,95,106
440,34,41
440,73,82
440,95,106
322,34,41
322,73,82
322,95,106
98,34,41
98,73,82
98,95,106
209,34,41
209,73,82
209,95,106
139,34,41
139,73,82
139,95,106
349,34,41
349,73,82
349,95,106
