seq_index,start_position,end_position
249,35,42
249,72,81
249,101,108
443,35,42
443,72,81
443,101,108
1200,35,42
1200,72,81
1200,101,108
2690,35,42
2690,72,81
2690,101,108
320,35,42
320,72,81
320,101,108
643,14,21
643,51,60
643,80,87
145,35,42
145,72,81
145,101,108
26,35,42
26,72,81
26,101,108
2790,35,42
2790,72,81
2790,101,108
1002,36,43
1002,73,82
1002,102,109
2676,3,10
2676,40,49
2676,69,76
1828,35,42
1828,72,81
1828,101,108
519,14,21
519,51,60
519,80,87
2,35,42
2,72,81
2,101,108
2547,35,42
2547,72,81
2547,101,108
2174,35,42
2174,72,81
2174,101,108
98,35,42
98,72,81
98,101,108
