seq_index,start_position,end_position
241,1,8
241,12,19
2585,17,24
2585,28,35
3407,66,73
3407,77,84
3407,71,78
3407,82,89
1895,72,79
1895,83,90
153,36,43
153,47,54
2109,66,73
2109,77,84
2109,74,81
2109,85,92
1258,88,95
1258,99,106
1286,19,26
1286,30,37
2408,11,18
2408,22,29
1343,23,30
1343,34,41
3067,71,78
3067,82,89
2387,69,76
2387,80,87
2619,64,71
2619,75,82
2128,66,73
2128,77,84
2128,74,81
2128,85,92
1581,79,86
1581,90,97
2690,90,97
2690,101,108
960,19,26
960,30,37
1528,83,90
1528,94,101
1594,82,89
1594,93,100
1122,12,19
1122,23,30
110,10,17
110,21,28
2010,74,81
2010,85,92
753,91,98
753,102,109
705,85,92
705,96,103
1917,25,32
1917,36,43
1211,37,44
1211,48,55
2976,36,43
2976,47,54
2013,27,34
2013,38,45
1889,36,43
1889,47,54
764,27,34
764,38,45
498,38,45
498,49,56
982,28,35
982,39,46
1467,36,43
1467,47,54
1033,86,93
1033,97,104
463,17,24
463,28,35
313,84,91
313,95,102
2907,62,69
2907,73,80
1243,85,92
1243,96,103
1539,93,100
1539,104,111
2342,37,44
2342,48,55
3071,3,10
3071,14,21
1585,92,99
1585,103,110
2657,7,14
2657,18,25
3465,36,43
3465,47,54
1375,62,69
1375,73,80
1555,90,97
1555,101,108
1458,28,35
1458,39,46
1099,63,70
1099,74,81
1601,81,88
1601,92,99
3541,2,9
3541,13,20
2889,80,87
2889,91,98
1061,37,44
1061,48,55
3198,10,17
3198,21,28
2451,37,44
2451,48,55
2265,15,22
2265,26,33
2604,5,12
2604,16,23
1178,37,44
1178,48,55
2695,72,79
2695,83,90
2735,21,28
2735,32,39
