seq_index,start_position,end_position
184,36,43
184,61,68
2397,45,52
2397,70,77
801,12,19
801,37,44
3407,46,53
3407,71,78
3407,66,73
3407,91,98
1101,23,30
1101,48,55
534,12,19
534,37,44
1525,62,69
1525,87,94
594,12,19
594,37,44
161,12,19
161,37,44
1044,46,53
1044,71,78
3449,22,29
3449,47,54
1584,11,18
1584,36,43
1286,5,12
1286,30,37
722,61,68
722,86,93
2238,47,54
2238,72,79
455,6,13
455,31,38
84,12,19
84,37,44
2619,25,32
2619,50,57
2619,64,71
2619,89,96
483,12,19
483,37,44
1581,79,86
1581,104,111
339,45,52
339,70,77
880,12,19
880,37,44
648,66,73
648,91,98
1537,10,17
1537,35,42
122,12,19
122,37,44
304,12,19
304,37,44
232,12,19
232,37,44
697,12,19
697,37,44
57,12,19
57,37,44
590,12,19
590,37,44
580,8,15
580,33,40
2539,22,29
2539,47,54
616,12,19
616,37,44
664,12,19
664,37,44
430,12,19
430,37,44
516,12,19
516,37,44
1259,22,29
1259,47,54
476,12,19
476,37,44
308,12,19
308,37,44
1336,13,20
1336,38,45
518,12,19
518,37,44
703,12,19
703,37,44
1886,12,19
1886,37,44
707,12,19
707,37,44
225,12,19
225,37,44
3103,4,11
3103,29,36
170,12,19
170,37,44
215,63,70
215,88,95
2618,25,32
2618,50,57
1133,12,19
1133,37,44
408,12,19
408,37,44
248,12,19
248,37,44
1241,12,19
1241,37,44
321,12,19
321,37,44
376,12,19
376,37,44
571,12,19
571,37,44
361,12,19
361,37,44
1949,12,19
1949,37,44
386,12,19
386,37,44
930,12,19
930,37,44
72,12,19
72,37,44
464,61,68
464,86,93
1334,46,53
1334,71,78
194,12,19
194,37,44
903,75,82
903,100,107
2839,19,26
2839,44,51
1362,56,63
1362,81,88
746,11,18
746,36,43
555,45,52
555,70,77
529,24,31
529,49,56
3063,23,30
3063,48,55
359,12,19
359,37,44
3610,39,46
3610,64,71
96,45,52
96,70,77
10,12,19
10,37,44
68,12,19
68,37,44
561,12,19
561,37,44
296,12,19
296,37,44
3427,46,53
3427,71,78
2093,12,19
2093,37,44
1970,22,29
1970,47,54
31,12,19
31,37,44
309,12,19
309,37,44
721,46,53
721,71,78
179,12,19
179,37,44
3542,35,42
3542,60,67
3542,56,63
3542,81,88
869,12,19
869,37,44
2095,12,19
2095,37,44
1222,22,29
1222,47,54
1279,22,29
1279,47,54
2736,19,26
2736,44,51
251,12,19
251,37,44
578,12,19
578,37,44
113,12,19
113,37,44
2155,78,85
2155,103,110
2796,36,43
2796,61,68
2227,61,68
2227,86,93
442,12,19
442,37,44
836,12,19
836,37,44
2958,12,19
2958,37,44
422,12,19
422,37,44
2087,12,19
2087,37,44
2899,46,53
2899,71,78
604,12,19
604,37,44
2035,8,15
2035,33,40
3105,22,29
3105,47,54
610,12,19
610,37,44
148,12,19
148,37,44
1710,46,53
1710,71,78
64,12,19
64,37,44
