seq_index,start_position,end_position
2701,11,18
2701,47,54
3407,46,53
3407,82,89
3318,68,75
3318,104,111
594,1,8
594,37,44
1258,12,19
1258,48,55
2238,40,47
2238,76,83
2681,11,18
2681,47,54
455,62,69
455,98,105
339,32,39
339,68,75
339,45,52
339,81,88
122,12,19
122,48,55
304,12,19
304,48,55
232,12,19
232,48,55
2414,46,53
2414,82,89
57,12,19
57,48,55
2940,42,49
2940,78,85
709,13,20
709,49,56
288,12,19
288,48,55
2808,67,74
2808,103,110
2718,10,17
2718,46,53
2718,12,19
2718,48,55
664,1,8
664,37,44
430,12,19
430,48,55
643,45,52
643,81,88
3398,57,64
3398,93,100
308,12,19
308,48,55
1770,14,21
1770,50,57
2190,30,37
2190,66,73
225,12,19
225,48,55
1379,46,53
1379,82,89
2807,47,54
2807,83,90
1133,12,19
1133,48,55
674,11,18
674,47,54
408,12,19
408,48,55
248,12,19
248,48,55
36,12,19
36,48,55
2013,11,18
2013,47,54
321,12,19
321,48,55
173,11,18
173,47,54
1878,12,19
1878,48,55
1385,30,37
1385,66,73
3463,13,20
3463,49,56
376,12,19
376,48,55
727,61,68
727,97,104
3085,47,54
3085,83,90
361,12,19
361,48,55
1949,12,19
1949,48,55
72,12,19
72,48,55
114,12,19
114,48,55
3483,33,40
3483,69,76
1509,44,51
1509,80,87
194,12,19
194,48,55
1362,45,52
1362,81,88
1028,13,20
1028,49,56
746,11,18
746,47,54
359,12,19
359,48,55
1262,61,68
1262,97,104
3543,46,53
3543,82,89
2703,14,21
2703,50,57
10,12,19
10,48,55
68,12,19
68,48,55
3083,67,74
3083,103,110
3154,47,54
3154,83,90
296,12,19
296,48,55
313,12,19
313,48,55
31,12,19
31,48,55
1423,59,66
1423,95,102
309,12,19
309,48,55
179,12,19
179,48,55
3209,47,54
3209,83,90
3238,28,35
3238,64,71
1802,0,7
1802,36,43
510,1,8
510,37,44
251,12,19
251,48,55
113,12,19
113,48,55
803,1,8
803,37,44
73,11,18
73,47,54
2571,11,18
2571,47,54
866,11,18
866,47,54
866,13,20
866,49,56
442,12,19
442,48,55
82,12,19
82,48,55
3084,34,41
3084,70,77
422,12,19
422,48,55
2973,11,18
2973,47,54
604,1,8
604,37,44
3577,47,54
3577,83,90
3165,68,75
3165,104,111
148,1,8
148,37,44
2526,27,34
2526,63,70
64,12,19
64,48,55
