seq_index,start_position,end_position
3377,29,36
3377,74,81
76,54,61
76,99,106
76,55,62
76,100,107
1137,38,45
1137,83,90
1905,10,17
1905,55,62
586,32,39
586,77,84
3032,54,61
3032,99,106
649,32,39
649,77,84
2540,54,61
2540,99,106
642,55,62
642,100,107
1397,54,61
1397,99,106
2218,14,21
2218,59,66
2218,54,61
2218,99,106
2218,55,62
2218,100,107
3036,14,21
3036,59,66
2354,55,62
2354,100,107
2110,43,50
2110,88,95
55,54,61
55,99,106
55,55,62
55,100,107
2376,19,26
2376,64,71
2376,20,27
2376,65,72
3621,40,47
3621,85,92
2815,19,26
2815,64,71
390,38,45
390,83,90
3451,54,61
3451,99,106
995,54,61
995,99,106
3420,11,18
3420,56,63
556,9,16
556,54,61
2465,35,42
2465,80,87
2513,54,61
2513,99,106
2220,54,61
2220,99,106
2220,55,62
2220,100,107
3626,38,45
3626,83,90
1034,32,39
1034,77,84
2101,54,61
2101,99,106
1733,14,21
1733,59,66
2685,54,61
2685,99,106
758,40,47
758,85,92
2927,10,17
2927,55,62
3189,13,20
3189,58,65
787,34,41
787,79,86
787,35,42
787,80,87
1313,54,61
1313,99,106
2820,54,61
2820,99,106
1162,17,24
1162,62,69
1138,26,33
1138,71,78
1892,12,19
1892,57,64
1362,54,61
1362,99,106
555,31,38
555,76,83
529,54,61
529,99,106
529,55,62
529,100,107
3230,54,61
3230,99,106
782,34,41
782,79,86
782,35,42
782,80,87
43,54,61
43,99,106
43,55,62
43,100,107
2763,13,20
2763,58,65
2693,36,43
2693,81,88
1557,55,62
1557,100,107
858,12,19
858,57,64
1186,27,34
1186,72,79
2184,54,61
2184,99,106
2184,55,62
2184,100,107
3418,54,61
3418,99,106
2319,32,39
2319,77,84
1850,29,36
1850,74,81
2171,54,61
2171,99,106
2171,55,62
2171,100,107
965,55,62
965,100,107
1691,30,37
1691,75,82
1618,31,38
1618,76,83
1618,32,39
1618,77,84
1814,34,41
1814,79,86
1814,35,42
1814,80,87
1453,10,17
1453,55,62
621,32,39
621,77,84
2133,13,20
2133,58,65
3471,29,36
3471,74,81
1740,54,61
1740,99,106
62,55,62
62,100,107
2984,54,61
2984,99,106
2696,32,39
2696,77,84
174,31,38
174,76,83
1548,32,39
1548,77,84
886,13,20
886,58,65
886,56,63
886,101,108
