seq_index,start_position,end_position
1661,72,81
1661,102,109
1990,72,81
1990,102,109
223,18,27
223,48,55
58,72,81
58,102,109
1668,51,60
1668,81,88
365,72,81
365,102,109
151,72,81
151,102,109
1768,20,29
1768,50,57
153,18,27
153,48,55
153,41,50
153,71,78
1250,72,81
1250,102,109
2865,73,82
2865,103,110
1273,51,60
1273,81,88
17,72,81
17,102,109
303,72,81
303,102,109
2862,2,11
2862,32,39
211,72,81
211,102,109
1258,17,26
1258,47,54
1258,61,70
1258,91,98
2489,17,26
2489,47,54
1200,71,80
1200,101,108
1907,72,81
1907,102,109
366,7,16
366,37,44
178,72,81
178,102,109
339,51,60
339,81,88
2671,17,26
2671,47,54
2298,72,81
2298,102,109
196,71,80
196,101,108
196,72,81
196,102,109
407,72,81
407,102,109
407,73,82
407,103,110
320,72,81
320,102,109
86,71,80
86,101,108
2640,37,46
2640,67,74
2239,51,60
2239,81,88
1838,71,80
1838,101,108
307,72,81
307,102,109
1742,51,60
1742,81,88
65,72,81
65,102,109
1346,35,44
1346,65,72
643,51,60
643,81,88
3268,43,52
3268,73,80
237,72,81
237,102,109
1874,72,81
1874,102,109
1874,73,82
1874,103,110
390,66,75
390,96,103
1251,18,27
1251,48,55
995,63,72
995,93,100
972,72,81
972,102,109
145,72,81
145,102,109
145,73,82
145,103,110
1776,71,80
1776,101,108
423,72,81
423,102,109
26,72,81
26,102,109
408,17,26
408,47,54
2039,72,81
2039,102,109
909,72,81
909,102,109
984,17,26
984,47,54
261,72,81
261,102,109
1132,72,81
1132,102,109
2105,30,39
2105,60,67
2268,51,60
2268,81,88
242,0,9
242,30,37
727,67,76
727,97,104
105,51,60
105,81,88
258,72,81
258,102,109
1643,51,60
1643,81,88
1313,51,60
1313,81,88
22,72,81
22,102,109
1509,51,60
1509,81,88
1362,51,60
1362,81,88
1195,17,26
1195,47,54
2402,51,60
2402,81,88
253,72,81
253,102,109
1598,64,73
1598,94,101
35,72,81
35,102,109
24,72,81
24,102,109
3063,18,27
3063,48,55
1913,32,41
1913,62,69
295,72,81
295,102,109
43,51,60
43,81,88
158,72,81
158,102,109
2011,72,81
2011,102,109
1828,72,81
1828,102,109
109,72,81
109,102,109
233,72,81
233,102,109
2103,72,81
2103,102,109
327,51,60
327,81,88
2433,51,60
2433,81,88
2734,72,81
2734,102,109
296,64,73
296,94,101
190,72,81
190,102,109
149,72,81
149,102,109
2276,12,21
2276,42,49
881,72,81
881,102,109
168,72,81
168,102,109
946,64,73
946,94,101
95,51,60
95,81,88
2094,72,81
2094,102,109
1741,72,81
1741,102,109
1653,51,60
1653,81,88
70,8,17
70,38,45
1802,6,15
1802,36,43
2547,72,81
2547,102,109
71,72,81
71,102,109
312,72,81
312,102,109
572,1,10
572,31,38
431,72,81
431,102,109
362,72,81
362,102,109
15,71,80
15,101,108
2876,17,26
2876,47,54
5,72,81
5,102,109
12,72,81
12,102,109
2453,64,73
2453,94,101
3198,61,70
3198,91,98
293,72,81
293,102,109
322,72,81
322,102,109
3265,72,81
3265,102,109
7,72,81
7,102,109
98,72,81
98,102,109
3004,72,81
3004,102,109
1808,72,81
1808,102,109
209,72,81
209,102,109
139,72,81
139,102,109
451,72,81
451,102,109
69,72,81
69,102,109
349,72,81
349,102,109
