seq_index,start_position,end_position
184,20,27
184,36,43
691,33,40
691,49,56
2102,33,40
2102,49,56
3066,31,38
3066,47,54
722,70,77
722,86,93
990,54,61
990,70,77
1408,87,94
1408,103,110
1359,24,31
1359,40,47
1680,54,61
1680,70,77
196,84,91
196,100,107
482,54,61
482,70,77
2940,62,69
2940,78,85
3018,8,15
3018,24,31
2649,54,61
2649,70,77
2557,54,61
2557,70,77
1039,54,61
1039,70,77
2045,7,14
2045,23,30
2045,54,61
2045,70,77
1171,31,38
1171,47,54
1171,32,39
1171,48,55
59,45,52
59,61,68
2323,22,29
2323,38,45
2854,54,61
2854,70,77
1762,34,41
1762,50,57
705,73,80
705,89,96
707,75,82
707,91,98
1776,54,61
1776,70,77
1333,54,61
1333,70,77
1034,54,61
1034,70,77
1034,55,62
1034,71,78
3441,54,61
3441,70,77
3300,17,24
3300,33,40
1002,55,62
1002,71,78
1419,2,9
1419,18,25
1347,33,40
1347,49,56
1388,34,41
1388,50,57
1388,61,68
1388,77,84
3478,55,62
3478,71,78
2105,54,61
2105,70,77
376,55,62
376,71,78
2729,18,25
2729,34,41
1576,54,61
1576,70,77
1685,54,61
1685,70,77
305,70,77
305,86,93
2692,54,61
2692,70,77
3001,54,61
3001,70,77
1681,32,39
1681,48,55
555,31,38
555,47,54
555,54,61
555,70,77
622,55,62
622,71,78
24,54,61
24,70,77
265,32,39
265,48,55
1821,31,38
1821,47,54
2103,54,61
2103,70,77
2612,34,41
2612,50,57
1243,33,40
1243,49,56
620,31,38
620,47,54
721,55,62
721,71,78
3145,0,7
3145,16,23
1944,62,69
1944,78,85
1585,76,83
1585,92,99
2094,54,61
2094,70,77
2095,31,38
2095,47,54
3457,0,7
3457,16,23
2246,0,7
2246,16,23
1222,11,18
1222,27,34
1222,12,19
1222,28,35
1279,31,38
1279,47,54
955,87,94
955,103,110
1307,54,61
1307,70,77
803,31,38
803,47,54
2174,54,61
2174,70,77
1508,85,92
1508,101,108
2516,20,27
2516,36,43
2899,55,62
2899,71,78
1777,34,41
1777,50,57
2185,55,62
2185,71,78
174,31,38
174,47,54
