seq_index,start_position,end_position
1369,41,48
1369,89,96
1822,7,14
1822,55,62
3407,9,16
3407,57,64
3407,10,17
3407,58,65
3157,30,37
3157,78,85
3363,30,37
3363,78,85
1018,7,14
1018,55,62
366,10,17
366,58,65
2578,47,54
2578,95,102
3258,7,14
3258,55,62
1564,47,54
1564,95,102
2671,26,33
2671,74,81
53,43,50
53,91,98
53,47,54
53,95,102
2940,47,54
2940,95,102
1171,21,28
1171,69,76
1171,22,29
1171,70,77
3357,7,14
3357,55,62
3234,11,18
3234,59,66
3619,29,36
3619,77,84
3619,30,37
3619,78,85
3619,47,54
3619,95,102
1742,50,57
1742,98,105
430,7,14
430,55,62
800,47,54
800,95,102
811,20,27
811,68,75
1543,11,18
1543,59,66
1344,40,47
1344,88,95
1046,47,54
1046,95,102
1046,48,55
1046,96,103
2220,47,54
2220,95,102
3626,32,39
3626,80,87
1183,48,55
1183,96,103
2961,27,34
2961,75,82
2678,35,42
2678,83,90
2976,47,54
2976,95,102
1129,47,54
1129,95,102
1129,48,55
1129,96,103
1681,48,55
1681,96,103
2935,35,42
2935,83,90
1968,33,40
1968,81,88
2093,7,14
2093,55,62
470,47,54
470,95,102
680,9,16
680,57,64
660,10,17
660,58,65
660,11,18
660,59,66
1463,10,17
1463,58,65
427,9,16
427,57,64
427,10,17
427,58,65
3049,48,55
3049,96,103
207,7,14
207,55,62
474,7,14
474,55,62
3232,47,54
3232,95,102
251,7,14
251,55,62
2363,10,17
2363,58,65
422,7,14
422,55,62
255,7,14
255,55,62
255,12,19
255,60,67
1777,50,57
1777,98,105
1398,38,45
1398,86,93
1560,9,16
1560,57,64
148,7,14
148,55,62
