seq_index,start_position,end_position
718,4,11
718,102,109
524,5,12
524,103,110
262,4,11
262,102,109
801,4,11
801,102,109
527,4,11
527,102,109
1895,4,11
1895,102,109
117,4,11
117,102,109
161,4,11
161,102,109
329,4,11
329,102,109
84,4,11
84,102,109
532,4,11
532,102,109
880,4,11
880,102,109
648,4,11
648,102,109
122,4,11
122,102,109
232,4,11
232,102,109
57,4,11
57,102,109
159,4,11
159,102,109
288,4,11
288,102,109
180,4,11
180,102,109
664,4,11
664,102,109
430,4,11
430,102,109
476,4,11
476,102,109
169,4,11
169,102,109
1393,4,11
1393,102,109
308,4,11
308,102,109
769,4,11
769,102,109
1886,4,11
1886,102,109
225,4,11
225,102,109
334,4,11
334,102,109
472,4,11
472,102,109
170,4,11
170,102,109
2807,4,11
2807,102,109
1241,4,11
1241,102,109
361,4,11
361,102,109
46,4,11
46,102,109
72,4,11
72,102,109
129,4,11
129,102,109
194,4,11
194,102,109
164,4,11
164,102,109
746,3,10
746,101,108
784,4,11
784,102,109
10,4,11
10,102,109
68,4,11
68,102,109
212,4,11
212,102,109
561,4,11
561,102,109
296,4,11
296,102,109
760,4,11
760,102,109
313,4,11
313,102,109
1658,4,11
1658,102,109
620,4,11
620,102,109
812,4,11
812,102,109
179,4,11
179,102,109
841,4,11
841,102,109
70,4,11
70,102,109
207,4,11
207,102,109
826,4,11
826,102,109
750,4,11
750,102,109
778,4,11
778,102,109
584,4,11
584,102,109
1712,6,13
1712,104,111
442,4,11
442,102,109
82,4,11
82,102,109
2087,4,11
2087,102,109
604,4,11
604,102,109
1788,1,8
1788,99,106
610,4,11
610,102,109
148,4,11
148,102,109
