seq_index,start_position,end_position
830,7,14
830,101,108
241,10,17
241,104,111
3539,3,10
3539,97,104
117,8,15
117,102,109
493,8,15
493,102,109
411,6,13
411,100,107
911,7,14
911,101,108
21,8,15
21,102,109
518,7,14
518,101,108
1644,1,8
1644,95,102
87,7,14
87,101,108
1347,7,14
1347,101,108
1781,7,14
1781,101,108
386,7,14
386,101,108
177,7,14
177,101,108
1028,8,15
1028,102,109
306,7,14
306,101,108
752,6,13
752,100,107
2155,3,10
2155,97,104
750,8,15
750,102,109
73,7,14
73,101,108
2958,8,15
2958,102,109
585,4,11
585,98,105
1199,7,14
1199,101,108
131,7,14
131,101,108
1031,6,13
1031,100,107
