seq_index,start_position,end_position
184,73,80
184,101,108
1369,58,65
1369,86,93
2988,45,52
2988,73,80
731,26,33
731,54,61
1184,13,20
1184,41,48
2855,26,33
2855,54,61
1493,65,72
1493,93,100
3321,45,52
3321,73,80
1722,59,66
1722,87,94
596,39,46
596,67,74
1150,37,44
1150,65,72
2640,58,65
2640,86,93
3036,26,33
3036,54,61
3038,27,34
3038,55,62
2538,26,33
2538,54,61
554,58,65
554,86,93
1139,40,47
1139,68,75
1762,6,13
1762,34,41
1351,26,33
1351,54,61
2286,59,66
2286,87,94
2927,58,65
2927,86,93
3095,39,46
3095,67,74
1961,27,34
1961,55,62
727,27,34
727,55,62
2497,27,34
2497,55,62
3201,26,33
3201,54,61
3255,4,11
3255,32,39
668,27,34
668,55,62
1701,27,34
1701,55,62
665,26,33
665,54,61
1033,27,34
1033,55,62
1570,27,34
1570,55,62
1821,70,77
1821,98,105
3072,57,64
3072,85,92
740,26,33
740,54,61
2184,26,33
2184,54,61
1850,64,71
1850,92,99
1653,6,13
1653,34,41
3450,48,55
3450,76,83
3412,5,12
3412,33,40
175,58,65
175,86,93
369,41,48
369,69,76
3491,58,65
3491,86,93
866,58,65
866,86,93
1099,14,21
1099,42,49
3502,26,33
3502,54,61
2265,57,64
2265,85,92
2604,26,33
2604,54,61
2321,71,78
2321,99,106
