seq_index,start_position,end_position
1822,12,19
1822,65,72
801,1,8
801,54,61
1569,2,9
1569,55,62
484,12,19
484,65,72
2340,22,29
2340,75,82
2064,2,9
2064,55,62
648,1,8
648,54,61
596,1,8
596,54,61
3038,27,34
3038,80,87
169,12,19
169,65,72
757,2,9
757,55,62
769,1,8
769,54,61
2738,1,8
2738,54,61
146,13,20
146,66,73
512,2,9
512,55,62
1481,2,9
1481,55,62
1484,1,8
1484,54,61
1996,43,50
1996,96,103
2706,44,51
2706,97,104
335,12,19
335,65,72
2765,33,40
2765,86,93
2897,40,47
2897,93,100
2011,1,8
2011,54,61
3427,38,45
3427,91,98
2667,45,52
2667,98,105
1364,1,8
1364,54,61
337,36,43
337,89,96
3216,2,9
3216,55,62
1589,1,8
1589,54,61
2650,3,10
2650,56,63
971,2,9
971,55,62
854,2,9
854,55,62
3262,27,34
3262,80,87
175,2,9
175,55,62
2174,1,8
2174,54,61
3073,18,25
3073,71,78
2797,2,9
2797,55,62
651,12,19
651,65,72
3105,1,8
3105,54,61
886,22,29
886,75,82
