seq_index,start_position,end_position
3377,19,26
3377,29,36
2782,19,26
2782,29,36
1635,44,51
1635,54,61
677,44,51
677,54,61
3241,29,36
3241,39,46
2016,45,52
2016,55,62
2018,44,51
2018,54,61
1534,44,51
1534,54,61
1766,28,35
1766,38,45
2671,44,51
2671,54,61
2934,44,51
2934,54,61
1841,26,33
1841,36,43
2557,44,51
2557,54,61
1475,23,30
1475,33,40
55,45,52
55,55,62
1594,45,52
1594,55,62
478,44,51
478,54,61
3352,64,71
3352,74,81
3169,44,51
3169,54,61
1139,58,65
1139,68,75
1043,44,51
1043,54,61
1765,16,23
1765,26,33
1289,2,9
1289,12,19
1333,44,51
1333,54,61
2172,78,85
2172,88,95
1753,44,51
1753,54,61
984,86,93
984,96,103
2706,44,51
2706,54,61
1595,75,82
1595,85,92
49,14,21
49,24,31
745,80,87
745,90,97
2692,44,51
2692,54,61
1138,16,23
1138,26,33
676,44,51
676,54,61
2348,4,11
2348,14,21
2901,2,9
2901,12,19
1405,45,52
1405,55,62
1440,12,19
1440,22,29
3072,71,78
3072,81,88
847,60,67
847,70,77
1850,45,52
1850,55,62
1454,44,51
1454,54,61
2171,44,51
2171,54,61
669,22,29
669,32,39
1121,26,33
1121,36,43
95,44,51
95,54,61
3130,81,88
3130,91,98
1574,44,51
1574,54,61
1640,44,51
1640,54,61
56,66,73
56,76,83
3289,44,51
3289,54,61
1445,44,51
1445,54,61
2226,44,51
2226,54,61
2004,44,51
2004,54,61
3491,44,51
3491,54,61
1976,77,84
1976,87,94
2453,44,51
2453,54,61
2065,45,52
2065,55,62
2347,23,30
2347,33,40
2521,58,65
2521,68,75
2273,30,37
2273,40,47
3499,30,37
3499,40,47
2036,44,51
2036,54,61
