seq_index,start_position,end_position
2349,36,47
2349,59,70
2194,69,80
2194,92,103
3379,3,14
3379,26,37
3379,4,15
3379,27,38
3379,6,17
3379,29,40
3379,19,30
3379,42,53
2484,77,88
2484,100,111
2188,76,87
2188,99,110
2188,77,88
2188,100,111
2775,17,28
2775,40,51
1428,6,17
1428,29,40
1428,9,20
1428,32,43
2675,7,18
2675,30,41
2707,41,52
2707,64,75
2707,44,55
2707,67,78
2301,41,52
2301,64,75
2301,42,53
2301,65,76
2301,43,54
2301,66,77
105,20,31
105,43,54
2941,60,71
2941,83,94
3588,42,53
3588,65,76
1982,62,73
1982,85,96
2131,73,84
2131,96,107
1783,19,30
1783,42,53
2444,48,59
2444,71,82
2444,69,80
2444,92,103
2444,70,81
2444,93,104
2444,71,82
2444,94,105
2444,72,83
2444,95,106
622,62,73
622,85,96
1709,72,83
1709,95,106
2460,47,58
2460,70,81
2460,70,81
2460,93,104
2197,5,16
2197,28,39
2197,6,17
2197,29,40
2831,73,84
2831,96,107
2831,74,85
2831,97,108
2831,75,86
2831,98,109
2831,77,88
2831,100,111
95,40,51
95,63,74
2451,77,88
2451,100,111
2735,68,79
2735,91,102
567,19,30
567,42,53
567,20,31
567,43,54
567,38,49
567,61,72
2193,44,55
2193,67,78
