seq_index,start_position,end_position
718,61,68
718,82,89
718,91,102
830,61,68
830,82,89
830,91,102
39,61,68
39,82,89
39,91,102
827,35,42
827,56,63
827,65,76
493,61,68
493,82,89
493,91,102
473,61,68
473,82,89
473,91,102
329,61,68
329,82,89
329,91,102
196,65,72
196,86,93
196,95,106
159,61,68
159,82,89
159,91,102
692,61,68
692,82,89
692,91,102
911,61,68
911,82,89
911,91,102
1393,61,68
1393,82,89
1393,91,102
769,61,68
769,82,89
769,91,102
16,60,67
16,81,88
16,90,101
334,61,68
334,82,89
334,91,102
472,61,68
472,82,89
472,91,102
870,61,68
870,82,89
870,91,102
170,61,68
170,82,89
170,91,102
851,61,68
851,82,89
851,91,102
2067,61,68
2067,82,89
2067,91,102
394,61,68
394,82,89
394,91,102
321,61,68
321,82,89
321,91,102
549,61,68
549,82,89
549,91,102
979,61,68
979,82,89
979,91,102
1781,61,68
1781,82,89
1781,91,102
72,61,68
72,82,89
72,91,102
129,61,68
129,82,89
129,91,102
194,61,68
194,82,89
194,91,102
760,61,68
760,82,89
760,91,102
179,61,68
179,82,89
179,91,102
3130,40,47
3130,61,68
3130,70,81
2095,61,68
2095,82,89
2095,91,102
70,61,68
70,82,89
70,91,102
510,61,68
510,82,89
510,91,102
993,61,68
993,82,89
993,91,102
251,61,68
251,82,89
251,91,102
623,61,68
623,82,89
623,91,102
750,61,68
750,82,89
750,91,102
667,61,68
667,82,89
667,91,102
836,61,68
836,82,89
836,91,102
553,61,68
553,82,89
553,91,102
2958,61,68
2958,82,89
2958,91,102
2087,61,68
2087,82,89
2087,91,102
1199,60,67
1199,81,88
1199,90,101
