seq_index,start_position,end_position
1952,35,42
1952,64,75
1952,96,107
1661,34,41
1661,63,74
1661,95,106
1661,35,42
1661,64,75
1661,96,107
525,34,41
525,63,74
525,95,106
58,34,41
58,63,74
58,95,106
58,35,42
58,64,75
58,96,107
365,34,41
365,63,74
365,95,106
365,35,42
365,64,75
365,96,107
151,34,41
151,63,74
151,95,106
249,34,41
249,63,74
249,95,106
453,34,41
453,63,74
453,95,106
827,35,42
827,64,75
827,96,107
615,34,41
615,63,74
615,95,106
615,35,42
615,64,75
615,96,107
17,34,41
17,63,74
17,95,106
17,35,42
17,64,75
17,96,107
211,35,42
211,64,75
211,96,107
1200,34,41
1200,63,74
1200,95,106
1907,35,42
1907,64,75
1907,96,107
649,35,42
649,64,75
649,96,107
178,35,42
178,64,75
178,96,107
2066,34,41
2066,63,74
2066,95,106
2066,35,42
2066,64,75
2066,96,107
743,35,42
743,64,75
743,96,107
2086,34,41
2086,63,74
2086,95,106
2086,35,42
2086,64,75
2086,96,107
2298,34,41
2298,63,74
2298,95,106
407,34,41
407,63,74
407,95,106
407,35,42
407,64,75
407,96,107
482,34,41
482,63,74
482,95,106
595,34,41
595,63,74
595,95,106
595,35,42
595,64,75
595,96,107
320,34,41
320,63,74
320,95,106
1006,35,42
1006,64,75
1006,96,107
86,34,41
86,63,74
86,95,106
316,34,41
316,63,74
316,95,106
588,34,41
588,63,74
588,95,106
1838,32,39
1838,61,72
1838,93,104
219,33,40
219,62,73
219,94,105
219,34,41
219,63,74
219,95,106
2210,13,20
2210,42,53
2210,74,85
65,34,41
65,63,74
65,95,106
540,34,41
540,63,74
540,95,106
237,35,42
237,64,75
237,96,107
1874,34,41
1874,63,74
1874,95,106
1874,35,42
1874,64,75
1874,96,107
521,35,42
521,64,75
521,96,107
1780,34,41
1780,63,74
1780,95,106
1780,35,42
1780,64,75
1780,96,107
145,35,42
145,64,75
145,96,107
423,34,41
423,63,74
423,95,106
551,34,41
551,63,74
551,95,106
1544,34,41
1544,63,74
1544,95,106
1544,35,42
1544,64,75
1544,96,107
1950,34,41
1950,63,74
1950,95,106
1950,35,42
1950,64,75
1950,96,107
477,34,41
477,63,74
477,95,106
26,35,42
26,64,75
26,96,107
674,35,42
674,64,75
674,96,107
633,35,42
633,64,75
633,96,107
1132,34,41
1132,63,74
1132,95,106
1132,35,42
1132,64,75
1132,96,107
33,34,41
33,63,74
33,95,106
33,35,42
33,64,75
33,96,107
599,35,42
599,64,75
599,96,107
258,34,41
258,63,74
258,95,106
258,35,42
258,64,75
258,96,107
2058,34,41
2058,63,74
2058,95,106
2058,35,42
2058,64,75
2058,96,107
3372,12,19
3372,41,52
3372,73,84
589,34,41
589,63,74
589,95,106
589,35,42
589,64,75
589,96,107
35,34,41
35,63,74
35,95,106
24,34,41
24,63,74
24,95,106
782,34,41
782,63,74
782,95,106
782,35,42
782,64,75
782,96,107
1979,35,42
1979,64,75
1979,96,107
158,34,41
158,63,74
158,95,106
2011,34,41
2011,63,74
2011,95,106
2011,35,42
2011,64,75
2011,96,107
1828,34,41
1828,63,74
1828,95,106
519,13,20
519,42,53
519,74,85
163,34,41
163,63,74
163,95,106
163,35,42
163,64,75
163,96,107
2103,34,41
2103,63,74
2103,95,106
1709,12,19
1709,41,52
1709,73,84
1709,13,20
1709,42,53
1709,74,85
2195,34,41
2195,63,74
2195,95,106
494,34,41
494,63,74
494,95,106
1794,34,41
1794,63,74
1794,95,106
1794,35,42
1794,64,75
1794,96,107
829,34,41
829,63,74
829,95,106
829,35,42
829,64,75
829,96,107
149,34,41
149,63,74
149,95,106
881,35,42
881,64,75
881,96,107
1820,34,41
1820,63,74
1820,95,106
1820,35,42
1820,64,75
1820,96,107
541,34,41
541,63,74
541,95,106
624,34,41
624,63,74
624,95,106
624,35,42
624,64,75
624,96,107
570,34,41
570,63,74
570,95,106
2008,34,41
2008,63,74
2008,95,106
2008,35,42
2008,64,75
2008,96,107
71,34,41
71,63,74
71,95,106
312,34,41
312,63,74
312,95,106
431,34,41
431,63,74
431,95,106
362,35,42
362,64,75
362,96,107
227,34,41
227,63,74
227,95,106
227,35,42
227,64,75
227,96,107
1708,34,41
1708,63,74
1708,95,106
1708,35,42
1708,64,75
1708,96,107
5,35,42
5,64,75
5,96,107
440,34,41
440,63,74
440,95,106
440,35,42
440,64,75
440,96,107
322,34,41
322,63,74
322,95,106
322,35,42
322,64,75
322,96,107
98,34,41
98,63,74
98,95,106
3004,35,42
3004,64,75
3004,96,107
509,34,41
509,63,74
509,95,106
509,35,42
509,64,75
509,96,107
1808,34,41
1808,63,74
1808,95,106
209,34,41
209,63,74
209,95,106
865,34,41
865,63,74
865,95,106
865,35,42
865,64,75
865,96,107
139,34,41
139,63,74
139,95,106
139,35,42
139,64,75
139,96,107
2005,34,41
2005,63,74
2005,95,106
2005,35,42
2005,64,75
2005,96,107
69,34,41
69,63,74
69,95,106
69,35,42
69,64,75
69,96,107
349,34,41
349,63,74
349,95,106
349,35,42
349,64,75
349,96,107
560,34,41
560,63,74
560,95,106
220,13,20
220,42,53
220,74,85
978,34,41
978,63,74
978,95,106
