seq_index,start_position,end_position
1952,38,45
1952,63,74
1952,95,106
2349,11,18
2349,36,47
2349,68,79
1661,38,45
1661,63,74
1661,95,106
58,38,45
58,63,74
58,95,106
365,38,45
365,63,74
365,95,106
3569,38,45
3569,63,74
3569,95,106
151,38,45
151,63,74
151,95,106
1921,38,45
1921,63,74
1921,95,106
586,38,45
586,63,74
586,95,106
17,38,45
17,63,74
17,95,106
303,37,44
303,62,73
303,94,105
303,38,45
303,63,74
303,95,106
211,38,45
211,63,74
211,95,106
1934,38,45
1934,63,74
1934,95,106
1200,38,45
1200,63,74
1200,95,106
1907,38,45
1907,63,74
1907,95,106
1864,38,45
1864,63,74
1864,95,106
178,38,45
178,63,74
178,95,106
2066,38,45
2066,63,74
2066,95,106
2086,38,45
2086,63,74
2086,95,106
607,38,45
607,63,74
607,95,106
2298,38,45
2298,63,74
2298,95,106
407,38,45
407,63,74
407,95,106
595,38,45
595,63,74
595,95,106
320,38,45
320,63,74
320,95,106
86,38,45
86,63,74
86,95,106
316,38,45
316,63,74
316,95,106
588,38,45
588,63,74
588,95,106
1838,38,45
1838,63,74
1838,95,106
219,38,45
219,63,74
219,95,106
237,38,45
237,63,74
237,95,106
1874,38,45
1874,63,74
1874,95,106
1780,38,45
1780,63,74
1780,95,106
145,38,45
145,63,74
145,95,106
423,38,45
423,63,74
423,95,106
551,38,45
551,63,74
551,95,106
1544,38,45
1544,63,74
1544,95,106
1950,38,45
1950,63,74
1950,95,106
477,37,44
477,62,73
477,94,105
26,38,45
26,63,74
26,95,106
674,38,45
674,63,74
674,95,106
1109,38,45
1109,63,74
1109,95,106
310,37,44
310,62,73
310,94,105
633,38,45
633,63,74
633,95,106
261,37,44
261,62,73
261,94,105
261,38,45
261,63,74
261,95,106
1132,38,45
1132,63,74
1132,95,106
599,38,45
599,63,74
599,95,106
1313,17,24
1313,42,53
1313,74,85
2058,38,45
2058,63,74
2058,95,106
22,38,45
22,63,74
22,95,106
3372,16,23
3372,41,52
3372,73,84
253,38,45
253,63,74
253,95,106
589,38,45
589,63,74
589,95,106
35,38,45
35,63,74
35,95,106
24,38,45
24,63,74
24,95,106
158,38,45
158,63,74
158,95,106
2011,38,45
2011,63,74
2011,95,106
1828,38,45
1828,63,74
1828,95,106
2195,38,45
2195,63,74
2195,95,106
494,38,45
494,63,74
494,95,106
1794,38,45
1794,63,74
1794,95,106
829,38,45
829,63,74
829,95,106
149,38,45
149,63,74
149,95,106
1820,38,45
1820,63,74
1820,95,106
541,38,45
541,63,74
541,95,106
624,38,45
624,63,74
624,95,106
844,38,45
844,63,74
844,95,106
766,38,45
766,63,74
766,95,106
1673,17,24
1673,42,53
1673,74,85
362,38,45
362,63,74
362,95,106
621,38,45
621,63,74
621,95,106
1935,17,24
1935,42,53
1935,74,85
5,38,45
5,63,74
5,95,106
440,38,45
440,63,74
440,95,106
322,38,45
322,63,74
322,95,106
98,38,45
98,63,74
98,95,106
3004,38,45
3004,63,74
3004,95,106
509,38,45
509,63,74
509,95,106
1808,38,45
1808,63,74
1808,95,106
209,38,45
209,63,74
209,95,106
865,38,45
865,63,74
865,95,106
139,38,45
139,63,74
139,95,106
451,38,45
451,63,74
451,95,106
69,38,45
69,63,74
69,95,106
349,38,45
349,63,74
349,95,106
220,17,24
220,42,53
220,74,85
978,38,45
978,63,74
978,95,106
