seq_index,start_position,end_position
1394,35,42
1394,63,74
1394,92,99
465,35,42
465,63,74
465,92,99
2690,35,42
2690,63,74
2690,92,99
770,35,42
770,63,74
770,92,99
134,35,42
134,63,74
134,92,99
540,35,42
540,63,74
540,92,99
237,35,42
237,63,74
237,92,99
1242,35,42
1242,63,74
1242,92,99
1793,35,42
1793,63,74
1793,92,99
109,35,42
109,63,74
109,92,99
163,34,41
163,62,73
163,91,98
1709,12,19
1709,40,51
1709,69,76
2734,35,42
2734,63,74
2734,92,99
1794,35,42
1794,63,74
1794,92,99
871,35,42
871,63,74
871,92,99
829,35,42
829,63,74
829,92,99
570,35,42
570,63,74
570,92,99
71,35,42
71,63,74
71,92,99
2174,34,41
2174,62,73
2174,91,98
