seq_index,start_position,end_position
801,30,37
801,89,100
801,102,109
532,30,37
532,89,100
532,102,109
232,30,37
232,89,100
232,102,109
57,30,37
57,89,100
57,102,109
159,30,37
159,89,100
159,102,109
21,30,37
21,89,100
21,102,109
1191,30,37
1191,89,100
1191,102,109
1886,30,37
1886,89,100
1886,102,109
334,30,37
334,89,100
334,102,109
129,30,37
129,89,100
129,102,109
194,30,37
194,89,100
194,102,109
164,30,37
164,89,100
164,102,109
10,30,37
10,89,100
10,102,109
68,30,37
68,89,100
68,102,109
212,30,37
212,89,100
212,102,109
1658,30,37
1658,89,100
1658,102,109
179,30,37
179,89,100
179,102,109
70,30,37
70,89,100
70,102,109
207,30,37
207,89,100
207,102,109
750,30,37
750,89,100
750,102,109
778,30,37
778,89,100
778,102,109
82,30,37
82,89,100
82,102,109
2958,30,37
2958,89,100
2958,102,109
2087,30,37
2087,89,100
2087,102,109
864,30,37
864,89,100
864,102,109
1225,30,37
1225,89,100
1225,102,109
148,30,37
148,89,100
148,102,109
