seq_index,start_position,end_position
1661,7,14
1661,65,76
1661,102,109
365,7,14
365,65,76
365,102,109
151,7,14
151,65,76
151,102,109
615,7,14
615,65,76
615,102,109
17,7,14
17,65,76
17,102,109
1394,7,14
1394,65,76
1394,102,109
607,7,14
607,65,76
607,102,109
595,7,14
595,65,76
595,102,109
320,7,14
320,65,76
320,102,109
540,7,14
540,65,76
540,102,109
1874,7,14
1874,65,76
1874,102,109
521,7,14
521,65,76
521,102,109
1544,7,14
1544,65,76
1544,102,109
477,7,14
477,65,76
477,102,109
258,7,14
258,65,76
258,102,109
2058,7,14
2058,65,76
2058,102,109
528,7,14
528,65,76
528,102,109
253,7,14
253,65,76
253,102,109
158,7,14
158,65,76
158,102,109
863,7,14
863,65,76
863,102,109
109,7,14
109,65,76
109,102,109
2734,7,14
2734,65,76
2734,102,109
871,7,14
871,65,76
871,102,109
881,7,14
881,65,76
881,102,109
168,7,14
168,65,76
168,102,109
541,7,14
541,65,76
541,102,109
71,7,14
71,65,76
71,102,109
621,7,14
621,65,76
621,102,109
694,7,14
694,65,76
694,102,109
1808,7,14
1808,65,76
1808,102,109
139,7,14
139,65,76
139,102,109
69,7,14
69,65,76
69,102,109
