seq_index,start_position,end_position
1661,7,14
1661,62,73
1661,94,105
58,7,14
58,62,73
58,94,105
365,7,14
365,62,73
365,94,105
17,7,14
17,62,73
17,94,105
1934,7,14
1934,62,73
1934,94,105
50,8,15
50,63,74
50,95,106
2066,7,14
2066,62,73
2066,94,105
607,7,14
607,62,73
607,94,105
595,7,14
595,62,73
595,94,105
320,7,14
320,62,73
320,94,105
1780,8,15
1780,63,74
1780,95,106
1776,8,15
1776,63,74
1776,95,106
477,7,14
477,62,73
477,94,105
261,7,14
261,62,73
261,94,105
33,7,14
33,62,73
33,94,105
658,8,15
658,63,74
658,95,106
2011,8,15
2011,63,74
2011,95,106
2195,7,14
2195,62,73
2195,94,105
829,8,15
829,63,74
829,95,106
881,7,14
881,62,73
881,94,105
541,7,14
541,62,73
541,94,105
2,7,14
2,62,73
2,94,105
312,7,14
312,62,73
312,94,105
621,7,14
621,62,73
621,94,105
509,8,15
509,63,74
509,95,106
865,7,14
865,62,73
865,94,105
139,7,14
139,62,73
139,94,105
560,7,14
560,62,73
560,94,105
