seq_index,start_position,end_position
1952,35,42
1952,62,73
1952,88,95
1027,35,42
1027,62,73
1027,88,95
1661,35,42
1661,62,73
1661,88,95
58,35,42
58,62,73
58,88,95
365,35,42
365,62,73
365,88,95
151,35,42
151,62,73
151,88,95
827,35,42
827,62,73
827,88,95
17,35,42
17,62,73
17,88,95
211,35,42
211,62,73
211,88,95
1394,35,42
1394,62,73
1394,88,95
178,35,42
178,62,73
178,88,95
2066,35,42
2066,62,73
2066,88,95
2086,35,42
2086,62,73
2086,88,95
2007,35,42
2007,62,73
2007,88,95
595,35,42
595,62,73
595,88,95
320,35,42
320,62,73
320,88,95
316,35,42
316,62,73
316,88,95
588,35,42
588,62,73
588,88,95
770,35,42
770,62,73
770,88,95
134,35,42
134,62,73
134,88,95
540,35,42
540,62,73
540,88,95
237,35,42
237,62,73
237,88,95
910,35,42
910,62,73
910,88,95
521,38,45
521,65,76
521,91,98
1780,35,42
1780,62,73
1780,88,95
2550,35,42
2550,62,73
2550,88,95
26,35,42
26,62,73
26,88,95
1002,35,42
1002,62,73
1002,88,95
633,35,42
633,62,73
633,88,95
33,35,42
33,62,73
33,88,95
599,35,42
599,62,73
599,88,95
1685,35,42
1685,62,73
1685,88,95
3372,13,20
3372,40,51
3372,66,73
589,35,42
589,62,73
589,88,95
35,35,42
35,62,73
35,88,95
782,35,42
782,62,73
782,88,95
158,35,42
158,62,73
158,88,95
863,35,42
863,62,73
863,88,95
1828,35,42
1828,62,73
1828,88,95
109,35,42
109,62,73
109,88,95
871,35,42
871,62,73
871,88,95
3044,35,42
3044,62,73
3044,88,95
829,35,42
829,62,73
829,88,95
190,35,42
190,62,73
190,88,95
881,35,42
881,62,73
881,88,95
1820,35,42
1820,62,73
1820,88,95
541,35,42
541,62,73
541,88,95
570,35,42
570,62,73
570,88,95
766,35,42
766,62,73
766,88,95
2547,35,42
2547,62,73
2547,88,95
71,35,42
71,62,73
71,88,95
2174,38,45
2174,65,76
2174,91,98
227,35,42
227,62,73
227,88,95
440,35,42
440,62,73
440,88,95
7,35,42
7,62,73
7,88,95
98,35,42
98,62,73
98,88,95
3004,35,42
3004,62,73
3004,88,95
509,35,42
509,62,73
509,88,95
1808,35,42
1808,62,73
1808,88,95
865,35,42
865,62,73
865,88,95
139,35,42
139,62,73
139,88,95
2005,35,42
2005,62,73
2005,88,95
560,35,42
560,62,73
560,88,95
1686,13,20
1686,40,51
1686,66,73
