seq_index,start_position,end_position
1661,54,61
1661,64,75
1661,94,105
330,33,40
330,43,54
330,73,84
1200,54,61
1200,64,75
1200,94,105
178,54,61
178,64,75
178,94,105
2066,54,61
2066,64,75
2066,94,105
2218,33,40
2218,43,54
2218,73,84
2086,54,61
2086,64,75
2086,94,105
607,54,61
607,64,75
607,94,105
407,54,61
407,64,75
407,94,105
595,54,61
595,64,75
595,94,105
1006,54,61
1006,64,75
1006,94,105
86,54,61
86,64,75
86,94,105
219,54,61
219,64,75
219,94,105
65,54,61
65,64,75
65,94,105
145,54,61
145,64,75
145,94,105
1776,54,61
1776,64,75
1776,94,105
551,54,61
551,64,75
551,94,105
485,54,61
485,64,75
485,94,105
477,54,61
477,64,75
477,94,105
633,54,61
633,64,75
633,94,105
261,54,61
261,64,75
261,94,105
1132,54,61
1132,64,75
1132,94,105
33,54,61
33,64,75
33,94,105
33,55,62
33,65,76
33,95,106
599,54,61
599,64,75
599,94,105
258,54,61
258,64,75
258,94,105
2058,54,61
2058,64,75
2058,94,105
658,54,61
658,64,75
658,94,105
1979,54,61
1979,64,75
1979,94,105
2011,54,61
2011,64,75
2011,94,105
1709,32,39
1709,42,53
1709,72,83
2195,54,61
2195,64,75
2195,94,105
652,54,61
652,64,75
652,94,105
541,54,61
541,64,75
541,94,105
2,54,61
2,64,75
2,94,105
2008,54,61
2008,64,75
2008,94,105
431,54,61
431,64,75
431,94,105
621,54,61
621,64,75
621,94,105
621,55,62
621,65,76
621,95,106
227,54,61
227,64,75
227,94,105
579,54,61
579,64,75
579,94,105
1708,54,61
1708,64,75
1708,94,105
5,54,61
5,64,75
5,94,105
440,54,61
440,64,75
440,94,105
682,54,61
682,64,75
682,94,105
682,55,62
682,65,76
682,95,106
1777,34,41
1777,44,55
1777,74,85
2005,54,61
2005,64,75
2005,94,105
69,54,61
69,64,75
69,94,105
