seq_index,start_position,end_position
731,7,16
731,55,62
1669,6,15
1669,54,61
2865,6,15
2865,54,61
1971,28,37
1971,76,83
2064,51,60
2064,99,106
2109,7,16
2109,55,62
1371,6,15
1371,54,61
222,42,51
222,90,97
142,51,60
142,99,106
1343,6,15
1343,54,61
366,7,16
366,55,62
2379,51,60
2379,99,106
486,6,15
486,54,61
1397,35,44
1397,83,90
2128,7,16
2128,55,62
2455,6,15
2455,54,61
1537,7,16
1537,55,62
719,7,16
719,55,62
1899,51,60
1899,99,106
478,31,40
478,79,86
478,32,41
478,80,87
2032,51,60
2032,99,106
2815,34,43
2815,82,89
3025,41,50
3025,89,96
995,7,16
995,55,62
1596,6,15
1596,54,61
1462,51,60
1462,99,106
1481,7,16
1481,55,62
1554,51,60
1554,99,106
2072,6,15
2072,54,61
2618,35,44
2618,83,90
26,6,15
26,54,61
1002,7,16
1002,55,62
915,33,42
915,81,88
984,7,16
984,55,62
2660,41,50
2660,89,96
1832,26,35
1832,74,81
1836,16,25
1836,64,71
1643,6,15
1643,54,61
1972,7,16
1972,55,62
1007,7,16
1007,55,62
2673,51,60
2673,99,106
3214,51,60
3214,99,106
2522,35,44
2522,83,90
665,42,51
665,90,97
2564,6,15
2564,54,61
658,6,15
658,54,61
1021,6,15
1021,54,61
2765,38,47
2765,86,93
2011,6,15
2011,54,61
1022,51,60
1022,99,106
461,51,60
461,99,106
3249,31,40
3249,79,86
1056,51,60
1056,99,106
2776,6,15
2776,54,61
1004,7,16
1004,55,62
965,7,16
965,55,62
1608,51,60
1608,99,106
2736,51,60
2736,99,106
2688,24,33
2688,72,79
2848,30,39
2848,78,85
1153,33,42
1153,81,88
2547,6,15
2547,54,61
877,6,15
877,54,61
2436,6,15
2436,54,61
1553,8,17
1553,56,63
3188,8,17
3188,56,63
3135,43,52
3135,91,98
488,6,15
488,54,61
1446,6,15
1446,54,61
1272,43,52
1272,91,98
2876,52,61
2876,100,107
2835,22,31
2835,70,77
945,27,36
945,75,82
3522,6,15
3522,54,61
2143,7,16
2143,55,62
2321,51,60
2321,99,106
886,51,60
886,99,106
