seq_index,start_position,end_position
1952,29,36
1952,38,45
1952,65,76
1661,29,36
1661,38,45
1661,65,76
1990,29,36
1990,38,45
1990,65,76
365,29,36
365,38,45
365,65,76
151,29,36
151,38,45
151,65,76
1934,29,36
1934,38,45
1934,65,76
1018,55,62
1018,64,71
1018,91,102
1394,29,36
1394,38,45
1394,65,76
1864,29,36
1864,38,45
1864,65,76
2066,29,36
2066,38,45
2066,65,76
2086,29,36
2086,38,45
2086,65,76
607,29,36
607,38,45
607,65,76
595,29,36
595,38,45
595,65,76
86,29,36
86,38,45
86,65,76
588,29,36
588,38,45
588,65,76
1874,29,36
1874,38,45
1874,65,76
287,28,35
287,37,44
287,64,75
521,29,36
521,38,45
521,65,76
2550,29,36
2550,38,45
2550,65,76
1242,28,35
1242,37,44
1242,64,75
477,28,35
477,37,44
477,64,75
26,29,36
26,38,45
26,65,76
633,29,36
633,38,45
633,65,76
599,29,36
599,38,45
599,65,76
3372,7,14
3372,16,23
3372,43,54
528,29,36
528,38,45
528,65,76
253,29,36
253,38,45
253,65,76
158,29,36
158,38,45
158,65,76
863,29,36
863,38,45
863,65,76
327,8,15
327,17,24
327,44,55
1820,29,36
1820,38,45
1820,65,76
624,29,36
624,38,45
624,65,76
844,29,36
844,38,45
844,65,76
570,28,35
570,37,44
570,64,75
2174,29,36
2174,38,45
2174,65,76
1935,8,15
1935,17,24
1935,44,55
7,28,35
7,37,44
7,64,75
3004,29,36
3004,38,45
3004,65,76
558,29,36
558,38,45
558,65,76
1808,29,36
1808,38,45
1808,65,76
69,29,36
69,38,45
69,65,76
