seq_index,start_position,end_position
718,23,30
718,54,61
718,90,101
718,24,31
718,55,62
718,91,102
830,24,31
830,55,62
830,91,102
262,24,31
262,55,62
262,91,102
801,23,30
801,54,61
801,90,101
527,23,30
527,54,61
527,90,101
39,23,30
39,54,61
39,90,101
39,24,31
39,55,62
39,91,102
594,23,30
594,54,61
594,90,101
594,24,31
594,55,62
594,91,102
161,24,31
161,55,62
161,91,102
473,24,31
473,55,62
473,91,102
329,24,31
329,55,62
329,91,102
368,24,31
368,55,62
368,91,102
532,23,30
532,54,61
532,90,101
880,23,30
880,54,61
880,90,101
573,23,30
573,54,61
573,90,101
573,24,31
573,55,62
573,91,102
596,24,31
596,55,62
596,91,102
697,23,30
697,54,61
697,90,101
57,23,30
57,54,61
57,90,101
57,24,31
57,55,62
57,91,102
159,24,31
159,55,62
159,91,102
590,23,30
590,54,61
590,90,101
590,24,31
590,55,62
590,91,102
692,23,30
692,54,61
692,90,101
692,24,31
692,55,62
692,91,102
424,24,31
424,55,62
424,91,102
66,24,31
66,55,62
66,91,102
664,23,30
664,54,61
664,90,101
664,24,31
664,55,62
664,91,102
516,23,30
516,54,61
516,90,101
476,23,30
476,54,61
476,90,101
476,24,31
476,55,62
476,91,102
911,24,31
911,55,62
911,91,102
1393,23,30
1393,54,61
1393,90,101
1393,24,31
1393,55,62
1393,91,102
21,24,31
21,55,62
21,91,102
518,23,30
518,54,61
518,90,101
703,23,30
703,54,61
703,90,101
1886,23,30
1886,54,61
1886,90,101
1886,24,31
1886,55,62
1886,91,102
225,24,31
225,55,62
225,91,102
487,23,30
487,54,61
487,90,101
16,23,30
16,54,61
16,90,101
334,24,31
334,55,62
334,91,102
472,24,31
472,55,62
472,91,102
870,24,31
870,55,62
870,91,102
170,24,31
170,55,62
170,91,102
408,24,31
408,55,62
408,91,102
394,24,31
394,55,62
394,91,102
1241,24,31
1241,55,62
1241,91,102
87,23,30
87,54,61
87,90,101
36,23,30
36,54,61
36,90,101
36,24,31
36,55,62
36,91,102
321,24,31
321,55,62
321,91,102
549,23,30
549,54,61
549,90,101
549,24,31
549,55,62
549,91,102
979,23,30
979,54,61
979,90,101
979,24,31
979,55,62
979,91,102
1781,24,31
1781,55,62
1781,91,102
571,23,30
571,54,61
571,90,101
571,24,31
571,55,62
571,91,102
46,23,30
46,54,61
46,90,101
72,23,30
72,54,61
72,90,101
72,24,31
72,55,62
72,91,102
129,24,31
129,55,62
129,91,102
194,24,31
194,55,62
194,91,102
784,23,30
784,54,61
784,90,101
784,24,31
784,55,62
784,91,102
359,24,31
359,55,62
359,91,102
10,23,30
10,54,61
10,90,101
10,24,31
10,55,62
10,91,102
68,23,30
68,54,61
68,90,101
68,24,31
68,55,62
68,91,102
31,23,30
31,54,61
31,90,101
31,24,31
31,55,62
31,91,102
566,23,30
566,54,61
566,90,101
566,24,31
566,55,62
566,91,102
812,23,30
812,54,61
812,90,101
812,24,31
812,55,62
812,91,102
179,24,31
179,55,62
179,91,102
841,24,31
841,55,62
841,91,102
678,23,30
678,54,61
678,90,101
869,24,31
869,55,62
869,91,102
2095,24,31
2095,55,62
2095,91,102
656,2,9
656,33,40
656,69,80
70,23,30
70,54,61
70,90,101
70,24,31
70,55,62
70,91,102
510,23,30
510,54,61
510,90,101
510,24,31
510,55,62
510,91,102
113,24,31
113,55,62
113,91,102
623,23,30
623,54,61
623,90,101
750,23,30
750,54,61
750,90,101
750,24,31
750,55,62
750,91,102
778,23,30
778,54,61
778,90,101
778,24,31
778,55,62
778,91,102
73,23,30
73,54,61
73,90,101
667,23,30
667,54,61
667,90,101
667,24,31
667,55,62
667,91,102
836,24,31
836,55,62
836,91,102
3563,4,11
3563,35,42
3563,71,82
382,24,31
382,55,62
382,91,102
82,23,30
82,54,61
82,90,101
82,24,31
82,55,62
82,91,102
553,24,31
553,55,62
553,91,102
2958,24,31
2958,55,62
2958,91,102
2087,24,31
2087,55,62
2087,91,102
864,24,31
864,55,62
864,91,102
1199,23,30
1199,54,61
1199,90,101
1225,23,30
1225,54,61
1225,90,101
610,23,30
610,54,61
610,90,101
64,23,30
64,54,61
64,90,101
64,24,31
64,55,62
64,91,102
