seq_index,start_position,end_position
1661,28,35
1661,38,45
1661,94,105
365,28,35
365,38,45
365,94,105
3569,28,35
3569,38,45
3569,94,105
1200,28,35
1200,38,45
1200,94,105
1907,28,35
1907,38,45
1907,94,105
2066,28,35
2066,38,45
2066,94,105
2086,28,35
2086,38,45
2086,94,105
607,28,35
607,38,45
607,94,105
407,28,35
407,38,45
407,94,105
595,28,35
595,38,45
595,94,105
86,28,35
86,38,45
86,94,105
543,29,36
543,39,46
543,95,106
1874,28,35
1874,38,45
1874,94,105
1861,28,35
1861,38,45
1861,94,105
1950,28,35
1950,38,45
1950,94,105
633,28,35
633,38,45
633,94,105
1132,28,35
1132,38,45
1132,94,105
1884,28,35
1884,38,45
1884,94,105
24,28,35
24,38,45
24,94,105
143,28,35
143,38,45
143,94,105
1820,28,35
1820,38,45
1820,94,105
624,28,35
624,38,45
624,94,105
1653,28,35
1653,38,45
1653,94,105
362,28,35
362,38,45
362,94,105
579,28,35
579,38,45
579,94,105
3004,28,35
3004,38,45
3004,94,105
865,28,35
865,38,45
865,94,105
69,28,35
69,38,45
69,94,105
