seq_index,start_position,end_position
1952,51,60
1952,95,106
2349,24,33
2349,68,79
1661,51,60
1661,95,106
2701,51,60
2701,95,106
76,30,39
76,74,85
525,51,60
525,95,106
58,51,60
58,95,106
365,51,60
365,95,106
151,51,60
151,95,106
249,51,60
249,95,106
1921,51,60
1921,95,106
453,51,60
453,95,106
827,51,60
827,95,106
615,51,60
615,95,106
969,51,60
969,95,106
1669,51,60
1669,95,106
586,51,60
586,95,106
17,51,60
17,95,106
303,51,60
303,95,106
216,51,60
216,95,106
211,51,60
211,95,106
1934,21,30
1934,65,76
1934,51,60
1934,95,106
330,31,40
330,75,86
1200,51,60
1200,95,106
50,51,60
50,95,106
1907,51,60
1907,95,106
649,51,60
649,95,106
990,51,60
990,95,106
1864,51,60
1864,95,106
178,51,60
178,95,106
2066,51,60
2066,95,106
743,51,60
743,95,106
1882,51,60
1882,95,106
3321,51,60
3321,95,106
339,42,51
339,86,97
2218,30,39
2218,74,85
2086,51,60
2086,95,106
240,51,60
240,95,106
1144,51,60
1144,95,106
607,51,60
607,95,106
2298,51,60
2298,95,106
196,51,60
196,95,106
195,51,60
195,95,106
407,51,60
407,95,106
1451,51,60
1451,95,106
482,51,60
482,95,106
595,51,60
595,95,106
320,51,60
320,95,106
902,17,26
902,61,72
902,51,60
902,95,106
3264,51,60
3264,95,106
1006,51,60
1006,95,106
86,51,60
86,95,106
316,51,60
316,95,106
588,51,60
588,95,106
663,51,60
663,95,106
535,51,60
535,95,106
625,51,60
625,95,106
974,51,60
974,95,106
918,51,60
918,95,106
1838,51,60
1838,95,106
55,30,39
55,74,85
219,51,60
219,95,106
307,51,60
307,95,106
2012,51,60
2012,95,106
3187,51,60
3187,95,106
2210,29,38
2210,73,84
543,51,60
543,95,106
1026,51,60
1026,95,106
65,51,60
65,95,106
1259,51,60
1259,95,106
277,36,45
277,80,91
2675,51,60
2675,95,106
540,51,60
540,95,106
237,51,60
237,95,106
1874,51,60
1874,95,106
287,51,60
287,95,106
521,51,60
521,95,106
708,51,60
708,95,106
2198,38,47
2198,82,93
1158,30,39
1158,74,85
1780,20,29
1780,64,75
1780,51,60
1780,95,106
556,29,38
556,73,84
217,29,38
217,73,84
1289,31,40
1289,75,86
972,51,60
972,95,106
905,51,60
905,95,106
1957,51,60
1957,95,106
145,51,60
145,95,106
1861,51,60
1861,95,106
2228,43,52
2228,87,98
1776,51,60
1776,95,106
423,51,60
423,95,106
2496,24,33
2496,68,79
551,51,60
551,95,106
1544,51,60
1544,95,106
1950,51,60
1950,95,106
485,51,60
485,95,106
477,51,60
477,95,106
1929,43,52
1929,87,98
26,51,60
26,95,106
674,51,60
674,95,106
1109,51,60
1109,95,106
970,51,60
970,95,106
310,51,60
310,95,106
1736,51,60
1736,95,106
1352,51,60
1352,95,106
633,51,60
633,95,106
1859,51,60
1859,95,106
909,51,60
909,95,106
261,51,60
261,95,106
1305,29,38
1305,73,84
1132,51,60
1132,95,106
3282,46,55
3282,90,101
2268,1,10
2268,45,56
33,51,60
33,95,106
787,51,60
787,95,106
599,51,60
599,95,106
258,51,60
258,95,106
2941,15,24
2941,59,70
1685,51,60
1685,95,106
1313,30,39
1313,74,85
2058,51,60
2058,95,106
2284,27,36
2284,71,82
2176,37,46
2176,81,92
2100,3,12
2100,47,58
22,51,60
22,95,106
658,51,60
658,95,106
3372,29,38
3372,73,84
1430,51,60
1430,95,106
183,51,60
183,95,106
2559,51,60
2559,95,106
1884,51,60
1884,95,106
32,51,60
32,95,106
253,51,60
253,95,106
555,51,60
555,95,106
2444,51,60
2444,95,106
589,51,60
589,95,106
35,51,60
35,95,106
24,51,60
24,95,106
782,51,60
782,95,106
782,52,61
782,96,107
1979,51,60
1979,95,106
582,51,60
582,95,106
158,51,60
158,95,106
2011,51,60
2011,95,106
2430,51,60
2430,95,106
1828,51,60
1828,95,106
245,51,60
245,95,106
233,19,28
233,63,74
233,51,60
233,95,106
163,51,60
163,95,106
2103,51,60
2103,95,106
1709,29,38
1709,73,84
2195,51,60
2195,95,106
2433,30,39
2433,74,85
494,51,60
494,95,106
143,51,60
143,95,106
1794,51,60
1794,95,106
2120,44,53
2120,88,99
1004,30,39
1004,74,85
446,51,60
446,95,106
3107,51,60
3107,95,106
2460,30,39
2460,74,85
680,42,51
680,86,97
190,51,60
190,95,106
149,51,60
149,95,106
881,51,60
881,95,106
1820,51,60
1820,95,106
2831,28,37
2831,72,83
802,51,60
802,95,106
797,51,60
797,95,106
652,51,60
652,95,106
541,51,60
541,95,106
624,51,60
624,95,106
2094,19,28
2094,63,74
2094,51,60
2094,95,106
2332,30,39
2332,74,85
844,51,60
844,95,106
1653,51,60
1653,95,106
570,51,60
570,95,106
766,51,60
766,95,106
2848,51,60
2848,95,106
2008,51,60
2008,95,106
56,51,60
56,95,106
3229,51,60
3229,95,106
842,34,43
842,78,89
71,51,60
71,95,106
312,51,60
312,95,106
1673,30,39
1673,74,85
431,51,60
431,95,106
362,51,60
362,95,106
2625,34,43
2625,78,89
621,51,60
621,95,106
488,51,60
488,95,106
227,51,60
227,95,106
1935,0,9
1935,44,55
1935,30,39
1935,74,85
1708,51,60
1708,95,106
2374,51,60
2374,95,106
2880,51,60
2880,95,106
2880,52,61
2880,96,107
5,51,60
5,95,106
1306,51,60
1306,95,106
2590,36,45
2590,80,91
848,40,49
848,84,95
440,51,60
440,95,106
293,51,60
293,95,106
322,51,60
322,95,106
3265,51,60
3265,95,106
98,51,60
98,95,106
3004,51,60
3004,95,106
682,51,60
682,95,106
694,51,60
694,95,106
509,51,60
509,95,106
1808,51,60
1808,95,106
209,51,60
209,95,106
896,51,60
896,95,106
865,51,60
865,95,106
2635,51,60
2635,95,106
1777,31,40
1777,75,86
139,51,60
139,95,106
2005,51,60
2005,95,106
3499,37,46
3499,81,92
451,51,60
451,95,106
69,51,60
69,95,106
349,51,60
349,95,106
560,51,60
560,95,106
220,30,39
220,74,85
3383,23,32
3383,67,78
978,51,60
978,95,106
1710,51,60
1710,95,106
