seq_index,start_position,end_position
2701,20,27
2701,95,106
2737,16,23
2737,91,102
3191,16,23
3191,91,102
304,12,19
304,87,98
3123,13,20
3123,88,99
2228,5,12
2228,80,91
487,12,19
487,87,98
3441,10,17
3441,85,96
3186,1,8
3186,76,87
2909,21,28
2909,96,107
1347,15,22
1347,90,101
1859,11,18
1859,86,97
2819,25,32
2819,100,111
3250,22,29
3250,97,108
2515,13,20
2515,88,99
2633,3,10
2633,78,89
446,19,26
446,94,105
791,15,22
791,90,101
660,6,13
660,81,92
309,12,19
309,87,98
1673,0,7
1673,75,86
1827,13,20
1827,88,99
3389,24,31
3389,99,110
2797,8,15
2797,83,94
