seq_index,start_position,end_position
2349,19,26
2349,73,84
659,34,41
659,88,99
3503,20,27
3503,74,85
1286,45,52
1286,99,110
2408,27,34
2408,81,92
649,10,17
649,64,75
990,41,48
990,95,106
483,35,42
483,89,100
339,32,39
339,86,97
232,35,42
232,89,100
1885,24,31
1885,78,89
65,9,16
65,63,74
277,23,30
277,77,88
476,34,41
476,88,99
134,10,17
134,64,75
643,45,52
643,99,110
3606,11,18
3606,65,76
3069,45,52
3069,99,110
1191,35,42
1191,89,100
1886,35,42
1886,89,100
3441,28,35
3441,82,93
2618,45,52
2618,99,110
1211,16,23
1211,70,81
2826,37,44
2826,91,102
1241,34,41
1241,88,99
87,34,41
87,88,99
1859,46,53
1859,100,111
3478,44,51
3478,98,109
1305,17,24
1305,71,82
3564,14,21
3564,68,79
1828,9,16
1828,63,74
2633,26,33
2633,80,91
566,34,41
566,88,99
652,5,12
652,59,70
1741,10,17
1741,64,75
1937,46,53
1937,100,111
227,9,16
227,63,74
2878,24,31
2878,78,89
1306,39,46
1306,93,104
3389,45,52
3389,99,110
2005,10,17
2005,64,75
