seq_index,start_position,end_position
830,24,31
830,72,81
830,89,100
801,24,31
801,72,81
801,89,100
659,24,31
659,72,81
659,89,100
329,24,31
329,72,81
329,89,100
532,24,31
532,72,81
532,89,100
573,24,31
573,72,81
573,89,100
596,26,33
596,74,83
596,91,102
232,24,31
232,72,81
232,89,100
57,24,31
57,72,81
57,89,100
159,24,31
159,72,81
159,89,100
590,24,31
590,72,81
590,89,100
516,24,31
516,72,81
516,89,100
911,24,31
911,72,81
911,89,100
911,25,32
911,73,82
911,90,101
518,24,31
518,72,81
518,89,100
769,25,32
769,73,82
769,90,101
146,24,31
146,72,81
146,89,100
1886,24,31
1886,72,81
1886,89,100
16,24,31
16,72,81
16,89,100
334,24,31
334,72,81
334,89,100
170,24,31
170,72,81
170,89,100
1133,24,31
1133,72,81
1133,89,100
394,24,31
394,72,81
394,89,100
36,24,31
36,72,81
36,89,100
321,24,31
321,72,81
321,89,100
549,24,31
549,72,81
549,89,100
549,25,32
549,73,82
549,90,101
1781,24,31
1781,72,81
1781,89,100
46,25,32
46,73,82
46,90,101
1949,24,31
1949,72,81
1949,89,100
335,23,30
335,71,80
335,88,99
335,24,31
335,72,81
335,89,100
194,24,31
194,72,81
194,89,100
164,24,31
164,72,81
164,89,100
784,24,31
784,72,81
784,89,100
784,25,32
784,73,82
784,90,101
359,23,30
359,71,80
359,88,99
359,24,31
359,72,81
359,89,100
10,24,31
10,72,81
10,89,100
212,24,31
212,72,81
212,89,100
31,24,31
31,72,81
31,89,100
31,25,32
31,73,82
31,90,101
812,24,31
812,72,81
812,89,100
179,24,31
179,72,81
179,89,100
841,24,31
841,72,81
841,89,100
207,24,31
207,72,81
207,89,100
474,24,31
474,72,81
474,89,100
667,24,31
667,72,81
667,89,100
836,24,31
836,72,81
836,89,100
2958,24,31
2958,72,81
2958,89,100
864,24,31
864,72,81
864,89,100
1199,23,30
1199,71,80
1199,88,99
1225,24,31
1225,72,81
1225,89,100
148,24,31
148,72,81
148,89,100
64,25,32
64,73,82
64,90,101
