seq_index,start_position,end_position
1952,29,36
1952,51,60
1952,65,76
1027,29,36
1027,51,60
1027,65,76
1661,29,36
1661,51,60
1661,65,76
1990,29,36
1990,51,60
1990,65,76
365,29,36
365,51,60
365,65,76
151,29,36
151,51,60
151,65,76
615,29,36
615,51,60
615,65,76
1934,29,36
1934,51,60
1934,65,76
50,29,36
50,51,60
50,65,76
1394,29,36
1394,51,60
1394,65,76
1864,29,36
1864,51,60
1864,65,76
2066,29,36
2066,51,60
2066,65,76
2086,29,36
2086,51,60
2086,65,76
2690,29,36
2690,51,60
2690,65,76
1680,29,36
1680,51,60
1680,65,76
607,29,36
607,51,60
607,65,76
595,29,36
595,51,60
595,65,76
86,29,36
86,51,60
86,65,76
588,29,36
588,51,60
588,65,76
65,29,36
65,51,60
65,65,76
540,29,36
540,51,60
540,65,76
1874,29,36
1874,51,60
1874,65,76
287,29,36
287,51,60
287,65,76
521,29,36
521,51,60
521,65,76
2550,29,36
2550,51,60
2550,65,76
477,29,36
477,51,60
477,65,76
26,29,36
26,51,60
26,65,76
633,29,36
633,51,60
633,65,76
33,29,36
33,51,60
33,65,76
599,29,36
599,51,60
599,65,76
258,29,36
258,51,60
258,65,76
1685,29,36
1685,51,60
1685,65,76
3372,7,14
3372,29,38
3372,43,54
528,29,36
528,51,60
528,65,76
253,29,36
253,51,60
253,65,76
1681,7,14
1681,29,38
1681,43,54
158,29,36
158,51,60
158,65,76
863,29,36
863,51,60
863,65,76
327,8,15
327,30,39
327,44,55
871,29,36
871,51,60
871,65,76
881,29,36
881,51,60
881,65,76
1820,29,36
1820,51,60
1820,65,76
624,29,36
624,51,60
624,65,76
844,29,36
844,51,60
844,65,76
570,29,36
570,51,60
570,65,76
1953,29,36
1953,51,60
1953,65,76
763,29,36
763,51,60
763,65,76
71,29,36
71,51,60
71,65,76
2174,29,36
2174,51,60
2174,65,76
227,29,36
227,51,60
227,65,76
1935,8,15
1935,30,39
1935,44,55
523,29,36
523,51,60
523,65,76
7,29,36
7,51,60
7,65,76
3004,29,36
3004,51,60
3004,65,76
694,29,36
694,51,60
694,65,76
558,29,36
558,51,60
558,65,76
1808,29,36
1808,51,60
1808,65,76
2005,29,36
2005,51,60
2005,65,76
69,29,36
69,51,60
69,65,76
1686,7,14
1686,29,38
1686,43,54
