seq_index,start_position,end_position
1952,30,37
1952,51,60
1952,64,75
1027,30,37
1027,51,60
1027,64,75
1661,30,37
1661,51,60
1661,64,75
1990,30,37
1990,51,60
1990,64,75
365,30,37
365,51,60
365,64,75
151,30,37
151,51,60
151,64,75
615,30,37
615,51,60
615,64,75
1934,30,37
1934,51,60
1934,64,75
1200,30,37
1200,51,60
1200,64,75
50,30,37
50,51,60
50,64,75
1907,30,37
1907,51,60
1907,64,75
649,30,37
649,51,60
649,64,75
1394,30,37
1394,51,60
1394,64,75
1864,30,37
1864,51,60
1864,64,75
178,30,37
178,51,60
178,64,75
2066,30,37
2066,51,60
2066,64,75
743,30,37
743,51,60
743,64,75
2218,9,16
2218,30,39
2218,43,54
2086,30,37
2086,51,60
2086,64,75
2690,30,37
2690,51,60
2690,64,75
1680,30,37
1680,51,60
1680,64,75
607,30,37
607,51,60
607,64,75
407,30,37
407,51,60
407,64,75
2007,30,37
2007,51,60
2007,64,75
595,30,37
595,51,60
595,64,75
1006,30,37
1006,51,60
1006,64,75
86,30,37
86,51,60
86,64,75
588,30,37
588,51,60
588,64,75
535,30,37
535,51,60
535,64,75
918,30,37
918,51,60
918,64,75
1838,30,37
1838,51,60
1838,64,75
307,30,37
307,51,60
307,64,75
1742,9,16
1742,30,39
1742,43,54
3187,30,37
3187,51,60
3187,64,75
543,30,37
543,51,60
543,64,75
540,30,37
540,51,60
540,64,75
237,30,37
237,51,60
237,64,75
1874,30,37
1874,51,60
1874,64,75
287,30,37
287,51,60
287,64,75
521,30,37
521,51,60
521,64,75
2550,30,37
2550,51,60
2550,64,75
1242,30,37
1242,51,60
1242,64,75
1034,30,37
1034,51,60
1034,64,75
1950,30,37
1950,51,60
1950,64,75
477,30,37
477,51,60
477,64,75
26,30,37
26,51,60
26,64,75
633,30,37
633,51,60
633,64,75
1132,30,37
1132,51,60
1132,64,75
33,30,37
33,51,60
33,64,75
599,30,37
599,51,60
599,64,75
258,30,37
258,51,60
258,64,75
1685,30,37
1685,51,60
1685,64,75
1313,9,16
1313,30,39
1313,43,54
22,30,37
22,51,60
22,64,75
658,30,37
658,51,60
658,64,75
3372,8,15
3372,29,38
3372,42,53
183,30,37
183,51,60
183,64,75
528,30,37
528,51,60
528,64,75
253,30,37
253,51,60
253,64,75
1681,8,15
1681,29,38
1681,42,53
35,30,37
35,51,60
35,64,75
158,30,37
158,51,60
158,64,75
863,30,37
863,51,60
863,64,75
327,9,16
327,30,39
327,43,54
2195,30,37
2195,51,60
2195,64,75
2433,9,16
2433,30,39
2433,43,54
494,30,37
494,51,60
494,64,75
871,30,37
871,51,60
871,64,75
881,30,37
881,51,60
881,64,75
1820,30,37
1820,51,60
1820,64,75
168,30,37
168,51,60
168,64,75
802,30,37
802,51,60
802,64,75
624,30,37
624,51,60
624,64,75
1741,30,37
1741,51,60
1741,64,75
844,30,37
844,51,60
844,64,75
570,30,37
570,51,60
570,64,75
766,30,37
766,51,60
766,64,75
71,30,37
71,51,60
71,64,75
431,30,37
431,51,60
431,64,75
362,30,37
362,51,60
362,64,75
621,30,37
621,51,60
621,64,75
2174,30,37
2174,51,60
2174,64,75
227,30,37
227,51,60
227,64,75
579,30,37
579,51,60
579,64,75
1935,9,16
1935,30,39
1935,43,54
523,30,37
523,51,60
523,64,75
1946,30,37
1946,51,60
1946,64,75
3265,30,37
3265,51,60
3265,64,75
7,30,37
7,51,60
7,64,75
3004,30,37
3004,51,60
3004,64,75
694,30,37
694,51,60
694,64,75
558,30,37
558,51,60
558,64,75
1808,30,37
1808,51,60
1808,64,75
865,30,37
865,51,60
865,64,75
2005,30,37
2005,51,60
2005,64,75
451,30,37
451,51,60
451,64,75
69,30,37
69,51,60
69,64,75
1686,8,15
1686,29,38
1686,42,53
978,30,37
978,51,60
978,64,75
