seq_index,start_position,end_position
76,26,33
76,33,40
76,75,86
249,47,54
249,54,61
249,96,107
453,47,54
453,54,61
453,96,107
178,47,54
178,54,61
178,96,107
2066,47,54
2066,54,61
2066,96,107
2086,47,54
2086,54,61
2086,96,107
607,47,54
607,54,61
607,96,107
1006,47,54
1006,54,61
1006,96,107
974,47,54
974,54,61
974,96,107
219,47,54
219,54,61
219,96,107
2210,25,32
2210,32,39
2210,74,85
237,47,54
237,54,61
237,96,107
521,47,54
521,54,61
521,96,107
972,47,54
972,54,61
972,96,107
145,47,54
145,54,61
145,96,107
423,47,54
423,54,61
423,96,107
1034,47,54
1034,54,61
1034,96,107
1544,47,54
1544,54,61
1544,96,107
26,47,54
26,54,61
26,96,107
633,47,54
633,54,61
633,96,107
1132,47,54
1132,54,61
1132,96,107
33,47,54
33,54,61
33,96,107
599,47,54
599,54,61
599,96,107
258,47,54
258,54,61
258,96,107
2058,47,54
2058,54,61
2058,96,107
24,47,54
24,54,61
24,96,107
2011,47,54
2011,54,61
2011,96,107
1709,25,32
1709,32,39
1709,74,85
149,47,54
149,54,61
149,96,107
312,47,54
312,54,61
312,96,107
1673,26,33
1673,33,40
1673,75,86
431,47,54
431,54,61
431,96,107
621,47,54
621,54,61
621,96,107
227,47,54
227,54,61
227,96,107
1708,47,54
1708,54,61
1708,96,107
5,47,54
5,54,61
5,96,107
440,47,54
440,54,61
440,96,107
1772,47,54
1772,54,61
1772,96,107
682,47,54
682,54,61
682,96,107
2005,47,54
2005,54,61
2005,96,107
220,26,33
220,33,40
220,75,86
