seq_index,start_position,end_position
1952,47,54
1952,65,76
1952,88,95
1027,47,54
1027,65,76
1027,88,95
1990,47,54
1990,65,76
1990,88,95
365,47,54
365,65,76
365,88,95
151,47,54
151,65,76
151,88,95
50,47,54
50,65,76
50,88,95
1394,47,54
1394,65,76
1394,88,95
1864,47,54
1864,65,76
1864,88,95
178,47,54
178,65,76
178,88,95
2066,47,54
2066,65,76
2066,88,95
2086,47,54
2086,65,76
2086,88,95
1680,47,54
1680,65,76
1680,88,95
607,47,54
607,65,76
607,88,95
320,47,54
320,65,76
320,88,95
588,47,54
588,65,76
588,88,95
770,47,54
770,65,76
770,88,95
219,47,54
219,65,76
219,88,95
134,47,54
134,65,76
134,88,95
540,47,54
540,65,76
540,88,95
1874,47,54
1874,65,76
1874,88,95
287,47,54
287,65,76
287,88,95
1780,47,54
1780,65,76
1780,88,95
2550,47,54
2550,65,76
2550,88,95
26,47,54
26,65,76
26,88,95
1109,47,54
1109,65,76
1109,88,95
1002,47,54
1002,65,76
1002,88,95
310,47,54
310,65,76
310,88,95
633,47,54
633,65,76
633,88,95
33,47,54
33,65,76
33,88,95
599,47,54
599,65,76
599,88,95
258,47,54
258,65,76
258,88,95
1685,47,54
1685,65,76
1685,88,95
2058,47,54
2058,65,76
2058,88,95
183,47,54
183,65,76
183,88,95
528,47,54
528,65,76
528,88,95
253,47,54
253,65,76
253,88,95
1681,25,32
1681,43,54
1681,66,73
782,47,54
782,65,76
782,88,95
158,47,54
158,65,76
158,88,95
863,47,54
863,65,76
863,88,95
1828,47,54
1828,65,76
1828,88,95
109,47,54
109,65,76
109,88,95
2103,47,54
2103,65,76
2103,88,95
871,47,54
871,65,76
871,88,95
190,47,54
190,65,76
190,88,95
881,47,54
881,65,76
881,88,95
1820,47,54
1820,65,76
1820,88,95
541,47,54
541,65,76
541,88,95
570,47,54
570,65,76
570,88,95
2547,47,54
2547,65,76
2547,88,95
71,47,54
71,65,76
71,88,95
227,47,54
227,65,76
227,88,95
440,47,54
440,65,76
440,88,95
322,47,54
322,65,76
322,88,95
7,47,54
7,65,76
7,88,95
3004,47,54
3004,65,76
3004,88,95
682,47,54
682,65,76
682,88,95
694,47,54
694,65,76
694,88,95
509,47,54
509,65,76
509,88,95
558,47,54
558,65,76
558,88,95
1808,47,54
1808,65,76
1808,88,95
139,47,54
139,65,76
139,88,95
2005,47,54
2005,65,76
2005,88,95
220,26,33
220,44,55
220,67,74
1686,25,32
1686,43,54
1686,66,73
