seq_index,start_position,end_position
718,4,11
718,23,30
718,54,61
729,4,11
729,23,30
729,54,61
801,4,11
801,23,30
801,54,61
527,4,11
527,23,30
527,54,61
39,4,11
39,23,30
39,54,61
594,4,11
594,23,30
594,54,61
659,4,11
659,23,30
659,54,61
473,5,12
473,24,31
473,55,62
84,4,11
84,23,30
84,54,61
532,4,11
532,23,30
532,54,61
880,4,11
880,23,30
880,54,61
648,4,11
648,23,30
648,54,61
596,4,11
596,23,30
596,54,61
697,4,11
697,23,30
697,54,61
57,4,11
57,23,30
57,54,61
590,4,11
590,23,30
590,54,61
692,4,11
692,23,30
692,54,61
616,4,11
616,23,30
616,54,61
180,5,12
180,24,31
180,55,62
66,4,11
66,23,30
66,54,61
664,4,11
664,23,30
664,54,61
476,4,11
476,23,30
476,54,61
1393,4,11
1393,23,30
1393,54,61
21,5,12
21,24,31
21,55,62
518,4,11
518,23,30
518,54,61
703,4,11
703,23,30
703,54,61
146,5,12
146,24,31
146,55,62
1886,4,11
1886,23,30
1886,54,61
707,4,11
707,23,30
707,54,61
487,4,11
487,23,30
487,54,61
87,4,11
87,23,30
87,54,61
87,5,12
87,24,31
87,55,62
36,4,11
36,23,30
36,54,61
549,4,11
549,23,30
549,54,61
979,4,11
979,23,30
979,54,61
46,4,11
46,23,30
46,54,61
72,4,11
72,23,30
72,54,61
559,5,12
559,24,31
559,55,62
1028,5,12
1028,24,31
1028,55,62
575,4,11
575,23,30
575,54,61
784,4,11
784,23,30
784,54,61
10,4,11
10,23,30
10,54,61
68,4,11
68,23,30
68,54,61
31,4,11
31,23,30
31,54,61
620,4,11
620,23,30
620,54,61
812,4,11
812,23,30
812,54,61
70,4,11
70,23,30
70,54,61
1802,36,43
1802,55,62
1802,86,93
510,4,11
510,23,30
510,54,61
578,4,11
578,23,30
578,54,61
750,4,11
750,23,30
750,54,61
778,4,11
778,23,30
778,54,61
73,4,11
73,23,30
73,54,61
584,4,11
584,23,30
584,54,61
12,4,11
12,23,30
12,54,61
82,4,11
82,23,30
82,54,61
553,4,11
553,23,30
553,54,61
1199,4,11
1199,23,30
1199,54,61
41,4,11
41,23,30
41,54,61
604,4,11
604,23,30
604,54,61
610,4,11
610,23,30
610,54,61
64,4,11
64,23,30
64,54,61
