seq_index,start_position,end_position
718,7,14
718,23,30
718,55,62
830,7,14
830,23,30
830,55,62
262,7,14
262,23,30
262,55,62
801,7,14
801,23,30
801,55,62
527,7,14
527,23,30
527,55,62
39,7,14
39,23,30
39,55,62
594,7,14
594,23,30
594,55,62
2102,7,14
2102,23,30
2102,55,62
117,8,15
117,24,31
117,56,63
161,7,14
161,23,30
161,55,62
329,7,14
329,23,30
329,55,62
84,7,14
84,23,30
84,55,62
532,7,14
532,23,30
532,55,62
648,7,14
648,23,30
648,55,62
122,7,14
122,23,30
122,55,62
304,7,14
304,23,30
304,55,62
596,7,14
596,23,30
596,55,62
697,7,14
697,23,30
697,55,62
57,7,14
57,23,30
57,55,62
159,7,14
159,23,30
159,55,62
590,7,14
590,23,30
590,55,62
288,7,14
288,23,30
288,55,62
692,7,14
692,23,30
692,55,62
616,7,14
616,23,30
616,55,62
180,7,14
180,23,30
180,55,62
424,7,14
424,23,30
424,55,62
66,7,14
66,23,30
66,55,62
516,7,14
516,23,30
516,55,62
911,7,14
911,23,30
911,55,62
169,7,14
169,23,30
169,55,62
1393,7,14
1393,23,30
1393,55,62
518,7,14
518,23,30
518,55,62
703,7,14
703,23,30
703,55,62
1886,7,14
1886,23,30
1886,55,62
707,7,14
707,23,30
707,55,62
225,7,14
225,23,30
225,55,62
487,7,14
487,23,30
487,55,62
334,7,14
334,23,30
334,55,62
408,7,14
408,23,30
408,55,62
394,7,14
394,23,30
394,55,62
1241,7,14
1241,23,30
1241,55,62
87,7,14
87,23,30
87,55,62
36,7,14
36,23,30
36,55,62
321,7,14
321,23,30
321,55,62
549,7,14
549,23,30
549,55,62
979,7,14
979,23,30
979,55,62
1781,7,14
1781,23,30
1781,55,62
361,7,14
361,23,30
361,55,62
46,7,14
46,23,30
46,55,62
386,7,14
386,23,30
386,55,62
177,7,14
177,23,30
177,55,62
72,7,14
72,23,30
72,55,62
335,7,14
335,23,30
335,55,62
194,7,14
194,23,30
194,55,62
559,7,14
559,23,30
559,55,62
1028,8,15
1028,24,31
1028,56,63
575,7,14
575,23,30
575,55,62
784,7,14
784,23,30
784,55,62
10,7,14
10,23,30
10,55,62
68,7,14
68,23,30
68,55,62
212,7,14
212,23,30
212,55,62
296,7,14
296,23,30
296,55,62
313,7,14
313,23,30
313,55,62
620,7,14
620,23,30
620,55,62
179,7,14
179,23,30
179,55,62
869,7,14
869,23,30
869,55,62
70,7,14
70,23,30
70,55,62
510,7,14
510,23,30
510,55,62
578,7,14
578,23,30
578,55,62
623,6,13
623,22,29
623,54,61
826,7,14
826,23,30
826,55,62
750,7,14
750,23,30
750,55,62
778,7,14
778,23,30
778,55,62
73,7,14
73,23,30
73,55,62
584,7,14
584,23,30
584,55,62
667,7,14
667,23,30
667,55,62
12,7,14
12,23,30
12,55,62
82,7,14
82,23,30
82,55,62
553,7,14
553,23,30
553,55,62
2958,7,14
2958,23,30
2958,55,62
3096,6,13
3096,22,29
3096,54,61
41,7,14
41,23,30
41,55,62
604,7,14
604,23,30
604,55,62
610,7,14
610,23,30
610,55,62
64,7,14
64,23,30
64,55,62
