seq_index,start_position,end_position
718,7,14
718,25,32
718,45,52
262,7,14
262,25,32
262,45,52
527,7,14
527,25,32
527,45,52
39,7,14
39,25,32
39,45,52
161,7,14
161,25,32
161,45,52
84,7,14
84,25,32
84,45,52
122,7,14
122,25,32
122,45,52
596,7,14
596,25,32
596,45,52
180,7,14
180,25,32
180,45,52
911,7,14
911,25,32
911,45,52
1393,7,14
1393,25,32
1393,45,52
334,7,14
334,25,32
334,45,52
1241,7,14
1241,25,32
1241,45,52
549,7,14
549,25,32
549,45,52
979,7,14
979,25,32
979,45,52
46,7,14
46,25,32
46,45,52
784,7,14
784,25,32
784,45,52
584,7,14
584,25,32
584,45,52
553,7,14
553,25,32
553,45,52
64,7,14
64,25,32
64,45,52
