seq_index,start_position,end_position
718,4,11
718,25,32
718,51,60
262,4,11
262,25,32
262,51,60
527,4,11
527,25,32
527,51,60
39,4,11
39,25,32
39,51,60
117,4,11
117,25,32
117,51,60
161,4,11
161,25,32
161,51,60
84,4,11
84,25,32
84,51,60
122,4,11
122,25,32
122,51,60
596,4,11
596,25,32
596,51,60
180,4,11
180,25,32
180,51,60
476,4,11
476,25,32
476,51,60
1393,4,11
1393,25,32
1393,51,60
769,4,11
769,25,32
769,51,60
334,4,11
334,25,32
334,51,60
1241,4,11
1241,25,32
1241,51,60
549,4,11
549,25,32
549,51,60
979,4,11
979,25,32
979,51,60
46,4,11
46,25,32
46,51,60
784,4,11
784,25,32
784,51,60
31,4,11
31,25,32
31,51,60
812,4,11
812,25,32
812,51,60
1802,36,43
1802,57,64
1802,83,92
584,4,11
584,25,32
584,51,60
1712,4,11
1712,25,32
1712,51,60
382,4,11
382,25,32
382,51,60
553,4,11
553,25,32
553,51,60
64,4,11
64,25,32
64,51,60
