seq_index,start_position,end_position
1702,33,40
1702,94,103
367,11,18
367,72,81
329,12,19
329,73,82
1907,11,18
1907,72,81
532,12,19
532,73,82
648,12,19
648,73,82
159,12,19
159,73,82
590,39,46
590,100,109
2997,16,23
2997,77,86
219,11,18
219,72,81
2872,26,33
2872,87,96
287,11,18
287,72,81
472,12,19
472,73,82
2365,36,43
2365,97,106
394,12,19
394,73,82
549,12,19
549,73,82
909,11,18
909,72,81
1132,11,18
1132,72,81
46,12,19
46,73,82
3255,4,11
3255,65,74
1931,0,7
1931,61,70
1360,16,23
1360,77,86
559,12,19
559,73,82
3128,37,44
3128,98,107
233,11,18
233,72,81
2439,34,41
2439,95,104
306,12,19
306,73,82
212,12,19
212,73,82
1164,6,13
1164,67,76
2714,39,46
2714,100,109
190,12,19
190,73,82
207,12,19
207,73,82
623,11,18
623,72,81
2106,17,24
2106,78,87
349,11,18
349,72,81
