seq_index,start_position,end_position
1174,16,23
1174,51,60
1702,59,66
1702,94,103
2500,7,14
2500,42,51
1084,16,23
1084,51,60
3482,16,23
3482,51,60
1371,16,23
1371,51,60
222,7,14
222,42,51
3127,6,13
3127,41,50
1766,28,35
1766,63,72
596,39,46
596,74,83
3392,27,34
3392,62,71
2955,16,23
2955,51,60
2858,16,23
2858,51,60
1139,16,23
1139,51,60
1139,58,65
1139,93,102
3268,16,23
3268,51,60
3208,58,65
3208,93,102
1616,16,23
1616,51,60
1765,16,23
1765,51,60
217,59,66
217,94,103
1704,16,23
1704,51,60
2281,2,9
2281,37,46
1333,16,23
1333,51,60
1495,7,14
1495,42,51
1513,35,42
1513,70,79
3170,37,44
3170,72,81
1439,35,42
1439,70,79
2072,58,65
2072,93,102
851,16,23
851,51,60
890,16,23
890,51,60
933,58,65
933,93,102
1360,16,23
1360,51,60
1141,34,41
1141,69,78
1138,16,23
1138,51,60
805,58,65
805,93,102
1477,62,69
1477,97,106
1405,58,65
1405,93,102
3427,38,45
3427,73,82
779,16,23
779,51,60
2667,22,29
2667,57,66
3391,7,14
3391,42,51
1446,45,52
1446,80,89
2451,29,36
2451,64,73
3133,16,23
3133,51,60
544,16,23
544,51,60
2411,36,43
2411,71,80
2186,16,23
2186,51,60
951,29,36
951,64,73
950,16,23
950,51,60
