seq_index,start_position,end_position
3363,24,31
3363,51,60
1677,7,14
1677,34,43
1286,54,61
1286,81,90
2656,64,71
2656,91,100
3567,35,42
3567,62,71
3567,55,62
3567,82,91
1078,24,31
1078,51,60
1766,24,31
1766,51,60
1766,66,73
1766,93,102
648,54,61
648,81,90
1359,24,31
1359,51,60
1564,54,61
1564,81,90
1722,2,9
1722,29,38
395,36,43
395,63,72
491,55,62
491,82,91
1594,24,31
1594,51,60
3459,24,31
3459,51,60
3392,35,42
3392,62,71
478,35,42
478,62,71
2858,24,31
2858,51,60
3169,24,31
3169,51,60
3009,12,19
3009,39,48
2800,45,52
2800,72,81
2815,24,31
2815,51,60
977,54,61
977,81,90
1765,12,19
1765,39,48
1765,54,61
1765,81,90
1911,24,31
1911,51,60
3021,24,31
3021,51,60
1704,75,82
1704,102,111
2659,44,51
2659,71,80
1050,24,31
1050,51,60
1513,43,50
1513,70,79
215,24,31
215,51,60
1929,46,53
1929,73,82
2002,24,31
2002,51,60
3490,24,31
3490,51,60
1013,24,31
1013,51,60
1595,54,61
1595,81,90
49,24,31
49,51,60
2928,24,31
2928,51,60
3564,24,31
3564,51,60
3423,54,61
3423,81,90
1721,24,31
1721,51,60
2591,32,39
2591,59,68
2176,24,31
2176,51,60
2176,42,49
2176,69,78
2100,54,61
2100,81,90
3001,35,42
3001,62,71
1186,24,31
1186,51,60
791,54,61
791,81,90
2431,24,31
2431,51,60
1249,14,21
1249,41,50
1802,56,63
1802,83,92
1153,6,13
1153,33,42
2362,24,31
2362,51,60
1553,55,62
1553,82,91
3391,15,22
3391,42,51
2116,8,15
2116,35,44
1588,55,62
1588,82,91
1529,56,63
1529,83,92
3348,33,40
3348,60,69
3431,24,31
3431,51,60
3198,55,62
3198,82,91
3367,12,19
3367,39,48
2835,24,31
2835,51,60
2285,55,62
2285,82,91
1788,55,62
1788,82,91
254,56,63
254,83,92
