seq_index,start_position,end_position
830,62,69
830,72,81
524,30,37
524,40,49
524,62,69
524,72,81
636,55,62
636,65,74
3548,16,23
3548,26,35
1184,41,48
1184,51,60
153,22,29
153,32,41
2340,41,48
2340,51,60
3363,24,31
3363,34,43
3175,41,48
3175,51,60
2064,54,61
2064,64,73
884,54,61
884,64,73
79,12,19
79,22,31
2760,57,64
2760,67,76
329,62,69
329,72,81
1078,24,31
1078,34,43
2455,60,67
2455,70,79
3020,16,23
3020,26,35
1537,41,48
1537,51,60
3120,57,64
3120,67,76
923,60,67
923,70,79
2640,41,48
2640,51,60
625,30,37
625,40,49
1475,55,62
1475,65,74
2323,90,97
2323,100,109
1227,6,13
1227,16,25
2987,41,48
2987,51,60
911,62,69
911,72,81
643,14,21
643,24,33
2815,24,31
2815,34,43
3451,54,61
3451,64,73
2198,41,48
2198,51,60
1351,69,76
1351,79,88
3420,41,48
3420,51,60
1504,78,85
1504,88,97
707,62,69
707,72,81
927,68,75
927,78,87
3103,54,61
3103,64,73
16,61,68
16,71,80
170,62,69
170,72,81
851,62,69
851,72,81
1644,18,25
1644,28,37
1133,62,69
1133,72,81
2166,41,48
2166,51,60
2909,60,67
2909,70,79
2530,69,76
2530,79,88
3538,55,62
3538,65,74
1013,54,61
1013,64,73
1878,62,69
1878,72,81
1832,41,48
1832,51,60
49,88,95
49,98,107
2928,54,61
2928,64,73
46,62,69
46,72,81
305,56,63
305,66,75
3423,71,78
3423,81,90
2176,59,66
2176,69,78
2721,41,48
2721,51,60
194,62,69
194,72,81
2765,73,80
2765,83,92
676,90,97
676,100,109
1598,54,61
1598,64,73
1533,41,48
1533,51,60
2700,82,89
2700,92,101
2161,54,61
2161,64,73
359,61,68
359,71,80
780,41,48
780,51,60
2901,41,48
2901,51,60
3249,79,86
3249,89,98
1056,59,66
1056,69,78
2306,41,48
2306,51,60
2195,34,41
2195,44,53
1725,16,23
1725,26,35
561,62,69
561,72,81
3136,84,91
3136,94,103
1646,41,48
1646,51,60
3505,76,83
3505,86,95
3071,61,68
3071,71,80
1850,41,48
1850,51,60
1511,91,98
1511,101,110
965,55,62
965,65,74
1618,31,38
1618,41,50
1574,41,48
1574,51,60
955,67,74
955,77,86
2362,21,28
2362,31,40
2362,54,61
2362,64,73
572,55,62
572,65,74
623,63,70
623,73,82
2436,54,61
2436,64,73
1553,56,63
1553,66,75
3135,41,48
3135,51,60
2191,22,29
2191,32,41
1272,91,98
1272,101,110
1909,10,17
1909,20,29
1909,86,93
1909,96,105
1529,73,80
1529,83,92
2453,54,61
2453,64,73
1601,55,62
1601,65,74
2451,54,61
2451,64,73
3367,41,48
3367,51,60
2411,61,68
2411,71,80
585,62,69
585,72,81
2626,41,48
2626,51,60
2000,54,61
2000,64,73
1199,61,68
1199,71,80
2143,62,69
2143,72,81
3097,22,29
3097,32,41
3286,54,61
3286,64,73
1532,54,61
1532,64,73
1225,62,69
1225,72,81
1607,31,38
1607,41,50
1607,81,88
1607,91,100
