seq_index,start_position,end_position
2349,11,18
2349,51,60
830,32,39
830,72,81
3219,1,8
3219,41,50
78,54,61
78,94,103
2745,11,18
2745,51,60
3482,35,42
3482,75,84
484,55,62
484,95,104
1154,11,18
1154,51,60
157,11,18
157,51,60
586,11,18
586,51,60
1677,3,10
1677,43,52
1971,11,18
1971,51,60
2050,54,61
2050,94,103
1636,11,18
1636,51,60
2356,11,18
2356,51,60
2555,11,18
2555,51,60
1713,26,33
1713,66,75
3180,11,18
3180,51,60
1679,11,18
1679,51,60
2484,11,18
2484,51,60
2357,54,61
2357,94,103
562,11,18
562,51,60
2239,11,18
2239,51,60
1838,32,39
1838,72,81
2032,54,61
2032,94,103
800,29,36
800,69,78
277,2,9
277,42,51
3009,11,18
3009,51,60
3009,42,49
3009,82,91
1336,29,36
1336,69,78
3420,11,18
3420,51,60
3420,38,45
3420,78,87
1344,54,61
1344,94,103
1815,11,18
1815,51,60
707,32,39
707,72,81
2228,3,10
2228,43,52
1333,11,18
1333,51,60
1333,54,61
1333,94,103
1513,54,61
1513,94,103
1733,11,18
1733,51,60
1109,32,39
1109,72,81
1013,24,31
1013,64,73
984,11,18
984,51,60
3282,54,61
3282,94,103
2928,11,18
2928,51,60
2928,24,31
2928,64,73
3026,30,37
3026,70,79
2493,11,18
2493,51,60
982,54,61
982,94,103
2591,32,39
2591,72,81
1476,33,40
1476,73,82
2564,11,18
2564,51,60
2676,19,26
2676,59,68
1304,54,61
1304,94,103
2402,54,61
2402,94,103
2552,11,18
2552,51,60
1783,11,18
1783,51,60
3579,11,18
3579,51,60
3063,2,9
3063,42,51
858,56,63
858,96,105
3427,11,18
3427,51,60
479,40,47
479,80,89
847,56,63
847,96,105
3527,54,61
3527,94,103
1364,54,61
1364,94,103
3582,34,41
3582,74,83
2332,54,61
2332,94,103
1222,11,18
1222,51,60
955,37,44
955,77,86
474,32,39
474,72,81
2362,24,31
2362,64,73
2226,11,18
2226,51,60
2226,55,62
2226,95,104
2227,28,35
2227,68,77
2174,34,41
2174,74,83
1555,55,62
1555,95,104
3491,34,41
3491,74,83
2971,55,62
2971,95,104
3389,35,42
3389,75,84
3496,11,18
3496,51,60
3444,33,40
3444,73,82
345,31,38
345,71,80
2626,41,48
2626,81,90
254,43,50
254,83,92
