seq_index,start_position,end_position
1027,47,54
1027,58,65
1265,29,36
1265,40,47
3316,69,76
3316,80,87
78,9,16
78,20,27
324,46,53
324,57,64
216,47,54
216,58,65
211,47,54
211,58,65
3573,47,54
3573,58,65
649,10,17
649,21,28
2238,47,54
2238,58,65
990,47,54
990,58,65
2918,47,54
2918,58,65
2619,73,80
2619,84,91
1505,47,54
1505,58,65
987,47,54
987,58,65
1853,47,54
1853,58,65
3018,47,54
3018,58,65
902,47,54
902,58,65
1006,47,54
1006,58,65
1255,46,53
1255,57,64
2539,47,54
2539,58,65
2354,14,21
2354,25,32
974,47,54
974,58,65
2924,47,54
2924,58,65
918,47,54
918,58,65
3234,47,54
3234,58,65
1026,47,54
1026,58,65
134,10,17
134,21,28
3169,47,54
3169,58,65
1139,88,95
1139,99,106
1543,21,28
1543,32,39
608,47,54
608,58,65
390,47,54
390,58,65
910,47,54
910,58,65
1960,69,76
1960,80,87
556,25,32
556,36,43
217,25,32
217,36,43
972,47,54
972,58,65
1861,47,54
1861,58,65
492,83,90
492,94,101
1034,47,54
1034,58,65
3221,31,38
3221,42,49
1211,16,23
1211,27,34
674,11,18
674,22,29
1077,46,53
1077,57,64
1002,47,54
1002,58,65
933,47,54
933,58,65
261,47,54
261,58,65
727,16,23
727,27,34
2403,90,97
2403,101,108
1010,47,54
1010,58,65
2485,64,71
2485,75,82
583,47,54
583,58,65
3255,10,17
3255,21,28
22,47,54
22,58,65
2837,47,54
2837,58,65
1138,46,53
1138,57,64
183,47,54
183,58,65
1256,68,75
1256,79,86
1969,11,18
1969,22,29
555,47,54
555,58,65
2315,73,80
2315,84,91
94,31,38
94,42,49
295,47,54
295,58,65
43,26,33
43,37,44
96,68,75
96,79,86
2103,47,54
2103,58,65
1477,17,24
1477,28,35
1709,25,32
1709,36,43
2734,47,54
2734,58,65
3154,47,54
3154,58,65
3401,32,39
3401,43,50
3044,47,54
3044,58,65
1186,46,53
1186,57,64
1004,47,54
1004,58,65
427,6,13
427,17,24
624,47,54
624,58,65
1574,47,54
1574,58,65
877,47,54
877,58,65
966,47,54
966,58,65
312,47,54
312,58,65
572,81,88
572,92,99
2226,33,40
2226,44,51
621,47,54
621,58,65
1708,47,54
1708,58,65
5,47,54
5,58,65
2480,47,54
2480,58,65
1707,0,7
1707,11,18
682,47,54
682,58,65
2186,47,54
2186,58,65
896,47,54
896,58,65
906,47,54
906,58,65
1788,30,37
1788,41,48
560,47,54
560,58,65
943,14,21
943,25,32
3027,47,54
3027,58,65
978,47,54
978,58,65
