seq_index,start_position,end_position
1702,47,54
1702,59,66
3219,46,53
3219,58,65
241,46,53
241,58,65
550,46,53
550,58,65
1057,70,77
1057,82,89
278,46,53
278,58,65
3482,27,34
3482,39,46
917,47,54
917,59,66
706,46,53
706,58,65
3166,67,74
3166,79,86
3363,29,36
3363,41,48
324,45,52
324,57,64
3066,46,53
3066,58,65
411,88,95
411,100,107
3007,11,18
3007,23,30
1353,65,72
1353,77,84
2206,46,53
2206,58,65
2379,71,78
2379,83,90
880,12,19
880,24,31
3369,10,17
3369,22,29
2671,32,39
2671,44,51
2934,32,39
2934,44,51
2414,46,53
2414,58,65
960,46,53
960,58,65
2640,46,53
2640,58,65
3036,10,17
3036,22,29
630,46,53
630,58,65
2245,26,33
2245,38,45
1171,45,52
1171,57,64
1528,45,52
1528,57,64
2808,46,53
2808,58,65
2012,67,74
2012,79,86
2584,46,53
2584,58,65
2481,76,83
2481,88,95
2955,46,53
2955,58,65
3317,5,12
3317,17,24
2987,46,53
2987,58,65
554,46,53
554,58,65
137,16,23
137,28,35
137,67,74
137,79,86
1139,46,53
1139,58,65
708,13,20
708,25,32
308,12,19
308,24,31
1770,14,21
1770,26,33
1251,46,53
1251,58,65
2190,46,53
2190,58,65
2320,46,53
2320,58,65
2228,5,12
2228,17,24
3103,46,53
3103,58,65
487,12,19
487,24,31
3620,46,53
3620,58,65
2400,46,53
2400,58,65
2807,26,33
2807,38,45
215,63,70
215,75,82
2927,46,53
2927,58,65
36,12,19
36,24,31
1152,45,52
1152,57,64
776,46,53
776,58,65
2099,72,79
2099,84,91
3319,46,53
3319,58,65
1388,73,80
1388,85,92
2352,46,53
2352,58,65
1930,61,68
1930,73,80
2458,46,53
2458,58,65
242,10,17
242,22,29
2497,46,53
2497,58,65
3423,90,97
3423,102,109
2780,12,19
2780,24,31
3255,46,53
3255,58,65
1091,46,53
1091,58,65
1701,46,53
1701,58,65
665,46,53
665,58,65
194,12,19
194,24,31
3001,92,99
3001,104,111
141,46,53
141,58,65
2452,46,53
2452,58,65
2315,87,94
2315,99,106
3378,46,53
3378,58,65
147,46,53
147,58,65
3416,46,53
3416,58,65
784,12,19
784,24,31
2316,87,94
2316,99,106
2383,46,53
2383,58,65
1968,10,17
1968,22,29
3324,71,78
3324,83,90
2358,46,53
2358,58,65
1906,46,53
1906,58,65
1801,46,53
1801,58,65
3080,46,53
3080,58,65
680,46,53
680,58,65
3542,12,19
3542,24,31
1121,60,67
1121,72,79
2657,46,53
2657,58,65
1279,45,52
1279,57,64
1802,0,7
1802,12,19
3602,6,13
3602,18,25
842,46,53
842,58,65
572,80,87
572,92,99
3150,75,82
3150,87,94
2993,46,53
2993,58,65
2106,5,12
2106,17,24
1272,46,53
1272,58,65
2059,47,54
2059,59,66
2343,46,53
2343,58,65
639,46,53
639,58,65
2589,47,54
2589,59,66
1707,20,27
1707,32,39
2087,12,19
2087,24,31
2546,46,53
2546,58,65
2401,46,53
2401,58,65
834,46,53
834,58,65
1560,67,74
1560,79,86
1114,47,54
1114,59,66
