seq_index,start_position,end_position
1952,6,13
1952,47,54
1661,30,37
1661,71,78
1369,19,26
1369,60,67
917,58,65
917,99,106
3569,28,35
3569,69,76
1525,58,65
1525,99,106
1669,28,35
1669,69,76
117,55,62
117,96,103
3066,54,61
3066,95,102
1611,33,40
1611,74,81
2199,34,41
2199,75,82
367,28,35
367,69,76
3197,58,65
3197,99,106
1680,29,36
1680,70,77
232,55,62
232,96,103
2007,28,35
2007,69,76
1182,28,35
1182,69,76
1936,33,40
1936,74,81
3037,22,29
3037,63,70
1528,33,40
1528,74,81
59,20,27
59,61,68
59,22,29
59,63,70
3619,6,13
3619,47,54
2012,28,35
2012,69,76
1742,9,16
1742,50,57
3187,28,35
3187,69,76
3187,29,36
3187,70,77
430,55,62
430,96,103
1770,56,63
1770,97,104
1046,5,12
1046,46,53
1917,0,7
1917,41,48
1034,30,37
1034,71,78
1183,7,14
1183,48,55
3620,31,38
3620,72,79
3620,63,70
3620,104,111
2790,58,65
2790,99,106
2039,28,35
2039,69,76
787,28,35
787,69,76
1685,28,35
1685,69,76
1685,29,36
1685,70,77
1092,41,48
1092,82,89
1092,43,50
1092,84,91
583,28,35
583,69,76
583,29,36
583,70,77
1509,6,13
1509,47,54
1021,28,35
1021,69,76
1884,27,34
1884,68,75
1884,28,35
1884,69,76
141,58,65
141,99,106
1681,7,14
1681,48,55
35,28,35
35,69,76
24,28,35
24,69,76
24,29,36
24,70,77
233,28,35
233,69,76
143,28,35
143,69,76
3044,28,35
3044,69,76
3044,29,36
3044,70,77
2093,55,62
2093,96,103
2093,56,63
2093,97,104
847,6,13
847,47,54
2094,29,36
2094,70,77
2094,30,37
2094,71,78
1741,30,37
1741,71,78
1500,57,64
1500,98,105
207,55,62
207,96,103
251,55,62
251,96,103
431,28,35
431,69,76
2004,26,33
2004,67,74
1827,55,62
1827,96,103
1375,36,43
1375,77,84
2174,29,36
2174,70,77
866,6,13
866,47,54
2374,29,36
2374,70,77
1903,62,69
1903,103,110
3413,27,34
3413,68,75
865,28,35
865,69,76
3097,7,14
3097,48,55
1607,20,27
1607,61,68
1607,23,30
1607,64,71
64,57,64
64,98,105
