seq_index,start_position,end_position
1990,4,11
1990,47,54
78,54,61
78,97,104
1677,3,10
1677,46,53
3573,4,11
3573,47,54
2977,36,43
2977,79,86
2923,54,61
2923,97,104
2918,54,61
2918,97,104
2926,54,61
2926,97,104
1314,4,11
1314,47,54
580,55,62
580,98,105
1171,2,9
1171,45,52
807,55,62
807,98,105
277,2,9
277,45,52
3345,39,46
3345,82,89
3208,55,62
3208,98,105
2659,39,46
2659,82,89
2228,3,10
2228,46,53
1239,4,11
1239,47,54
2127,37,44
2127,80,87
2166,54,61
2166,97,104
173,61,68
173,104,111
3478,1,8
3478,44,51
2692,54,61
2692,97,104
805,55,62
805,98,105
1570,56,63
1570,99,106
2141,56,63
2141,99,106
646,3,10
646,46,53
3083,40,47
3083,83,90
3427,11,18
3427,54,61
2184,18,25
2184,61,68
847,56,63
847,99,106
1048,2,9
1048,45,52
2943,31,38
2943,74,81
955,37,44
955,80,87
1984,54,61
1984,97,104
2226,18,25
2226,61,68
948,42,49
948,85,92
645,54,61
645,97,104
3048,3,10
3048,46,53
2546,56,63
2546,99,106
1294,4,11
1294,47,54
