seq_index,start_position,end_position
637,34,41
637,100,107
3219,35,42
3219,101,108
2701,8,15
2701,74,81
525,34,41
525,100,107
157,11,18
157,77,84
1312,21,28
1312,87,94
1314,29,36
1314,95,102
320,35,42
320,101,108
134,35,42
134,101,108
3169,24,31
3169,90,97
910,35,42
910,101,108
1239,29,36
1239,95,102
2496,17,24
2496,83,90
1242,35,42
1242,101,108
477,35,42
477,101,108
1002,35,42
1002,101,108
1196,35,42
1196,101,108
3478,1,8
3478,67,74
2928,9,16
2928,75,82
1685,35,42
1685,101,108
1828,35,42
1828,101,108
2141,31,38
2141,97,104
163,35,42
163,101,108
1186,33,40
1186,99,106
541,35,42
541,101,108
2367,2,9
2367,68,75
2,34,41
2,100,107
2008,35,42
2008,101,108
2547,35,42
2547,101,108
488,0,7
488,66,73
537,1,8
537,67,74
2889,14,21
2889,80,87
2732,16,23
2732,82,89
2877,14,21
2877,80,87
98,35,42
98,101,108
2193,33,40
2193,99,106
3224,5,12
3224,71,78
